genes	logFC	logCPM	F	PValue	FDR	DE
ENSMUSG00000022257	Laptm4b	-0.500470401590665	7.77146804177655	51.9541852306037	4.6773944374568e-09	3.62006559396637e-06	NS
ENSMUSG00000035258	Abi3bp	0.816417098662038	3.27883462709909	48.1080847232492	4.69154149352635e-09	3.62006559396637e-06	up
ENSMUSG00000003617	Cp	1.81005485465781	1.23713252916571	47.7710283560424	5.14366906480346e-09	3.82193662141063e-06	up
ENSMUSG00000020542	Myocd	-1.73624472988643	2.26375386213507	50.4661133758707	5.68441526392624e-09	4.07288353660315e-06	down
ENSMUSG00000024534	Sncaip	1.35323716447513	3.55848904961837	51.7289045149098	6.00325895214734e-09	4.15301314130965e-06	up
ENSMUSG00000039497	Dse	0.436089443211959	4.53480369789839	46.9190286609082	6.49958059934577e-09	4.34648619946916e-06	NS
ENSMUSG00000068748	Ptprz1	-1.07653148262142	3.75147347490019	49.206550968867	8.7678508664455e-09	5.67421368008482e-06	down
ENSMUSG00000026494	Kif26b	-0.642727221204482	5.26839652642863	48.026632604732	1.00329795930514e-08	6.1891354466649e-06	down
ENSMUSG00000008035	Mid1ip1	-0.762898731839103	3.00148131419606	45.3054224705059	1.01805138939259e-08	6.1891354466649e-06	down
ENSMUSG00000029163	Emilin1	0.406480772756086	4.9612029579769	44.5988243345408	1.24204743774674e-08	7.26631492622811e-06	NS
ENSMUSG00000087521	AI646519	1.97705804069012	1.19026863979574	44.5265522297363	1.26767531860225e-08	7.26631492622811e-06	up
ENSMUSG00000041700	Lhfpl1	2.48370377107816	0.217014771484409	44.1859157696695	1.39606092299436e-08	7.77993728808688e-06	up
ENSMUSG00000018973	Hoxb1	-0.769613670794116	5.67494907146496	47.1646807666798	1.92672281442072e-08	1.04470035413266e-05	down
ENSMUSG00000027878	Notch2	-0.539932790407253	4.22246792642094	42.4709562719706	2.28107230982377e-08	1.20428612314959e-05	NS
ENSMUSG00000048078	Tenm4	-0.47453840951712	6.26710458331806	44.0124628050401	2.47682145828571e-08	1.26901605898567e-05	NS
ENSMUSG00000020577	Tspan13	0.373003106158162	6.71886115938592	42.6455435262942	2.53018853351743e-08	1.26901605898567e-05	NS
ENSMUSG00000022895	Ets2	-0.49584685123764	4.87202840487444	41.741527086604	2.81854365824087e-08	1.37916153345435e-05	NS
ENSMUSG00000032537	Ephb1	-1.54667502975073	1.87417708324883	42.7081086725509	2.95905246545369e-08	1.41344072766505e-05	down
ENSMUSG00000025082	Vwa2	-1.01373662715334	2.97161016731514	42.3719360355495	3.07026195826561e-08	1.43245570713313e-05	down
ENSMUSG00000022676	Snai2	1.14385348994902	4.27300978951266	44.6666397746088	3.58775850130748e-08	1.63585479666434e-05	up
ENSMUSG00000062980	Cped1	0.945090074326919	3.11839595000419	41.052090134187	3.90946065184599e-08	1.74292443549632e-05	up
ENSMUSG00000031595	Pdgfrl	1.33232461485928	1.71933045105047	40.43336730242	4.13659153971298e-08	1.80409346673308e-05	up
ENSMUSG00000068566	Myadm	-0.560911637937445	4.56990843966703	40.6105309053258	4.37110033375357e-08	1.86580882756945e-05	NS
ENSMUSG00000019055	Plod1	0.672007573623728	4.98878050932983	42.0053590613791	5.26872121318023e-08	2.20210593705879e-05	up
ENSMUSG00000019841	Rev3l	0.414481981951415	6.09622754665184	40.0329544121455	5.76860888321139e-08	2.36183329418341e-05	NS
ENSMUSG00000027712	Anxa5	0.507536070991909	7.04882513693194	41.3961333385156	7.38944421228368e-08	2.93698341244156e-05	NS
ENSMUSG00000024565	Sall3	-0.44327802623264	4.3602671340099	38.4559927679952	7.46616259767319e-08	2.93698341244156e-05	NS
ENSMUSG00000054863	Fam19a5	-0.564320844923784	3.52010412142654	38.3425780202557	7.72643479641352e-08	2.98091797857015e-05	NS
ENSMUSG00000022483	Col2a1	0.636842030092096	5.65058993646466	40.7760608560014	8.71676054579615e-08	3.29954056735401e-05	up
ENSMUSG00000085399	Foxd2os	0.811487797226223	6.51374077274505	41.4040352553237	9.03602403304247e-08	3.30055984853859e-05	up
ENSMUSG00000030606	Hapln3	0.844197714409489	3.37632310783077	38.5703047748605	9.04848926675419e-08	3.30055984853859e-05	up
ENSMUSG00000030067	Foxp1	-0.537390578012234	6.24549697876802	40.1352605881057	9.75690993663919e-08	3.44579309356919e-05	NS
ENSMUSG00000027955	Fam198b	0.756719208827682	3.21107086092675	37.5629953510769	9.79016081813596e-08	3.44579309356919e-05	up
ENSMUSG00000022026	Olfm4	-1.26960440632924	1.65726381348892	37.4135110400858	1.02472625811563e-07	3.54449279143375e-05	down
ENSMUSG00000027380	Acoxl	1.63509767595873	0.592251258652104	37.1764506664167	1.10180764340945e-07	3.74651948170854e-05	up
ENSMUSG00000066026	Dhrs3	0.769600747573777	4.51549487652936	38.8431832527109	1.34805052577062e-07	4.45073116206582e-05	up
ENSMUSG00000057715	A830018L16Rik	-1.06351662176347	2.50846382641715	36.9267655744571	1.35327784311642e-07	4.45073116206582e-05	down
ENSMUSG00000025026	Add3	-0.401729321624696	6.28978220163093	37.1598935493982	1.43840506505975e-07	4.65440038955303e-05	NS
ENSMUSG00000028289	Epha7	0.972557770913999	5.58373207000059	39.197826759558	1.61264705642659e-07	5.13538495968735e-05	up
ENSMUSG00000024663	Rab3il1	0.749148985291966	5.07357876527394	38.5434240132086	1.658258990118e-07	5.16590339491339e-05	up
ENSMUSG00000025780	Itih5	0.997693073793803	5.2376001002301	39.0341475913385	1.67373004022216e-07	5.16590339491339e-05	up
ENSMUSG00000109284	B230311B06Rik	1.36122174397952	0.814916796667328	35.7512559498164	1.71115907487617e-07	5.20140505457058e-05	up
ENSMUSG00000050953	Gja1	-0.34344340167176	7.67344404870296	36.2321675453412	1.9799742994038e-07	5.92869319322971e-05	NS
ENSMUSG00000085323	9130410C08Rik	0.986166744459088	3.72580985215653	37.1803101182391	2.12390408762632e-07	6.26614173617049e-05	up
ENSMUSG00000001436	Slc19a1	-0.491176278497943	4.9074427240243	35.2629591845894	2.26248101040552e-07	6.51955012105107e-05	NS
ENSMUSG00000043456	Zfp536	-1.41724606423976	1.53026984591239	35.0253578515947	2.27479069122507e-07	6.51955012105107e-05	down
ENSMUSG00000030287	Itpr2	0.626124178304536	3.39688258488172	34.5051678289108	2.52970190150909e-07	7.01575519504165e-05	up
ENSMUSG00000089901	Gm8113	0.5272041436669	4.4554255640739	34.679583057176	2.53430155111803e-07	7.01575519504165e-05	NS
ENSMUSG00000034613	Ppm1h	0.954043371858395	1.92004917397566	34.4570930843184	2.56844118561256e-07	7.01575519504165e-05	up
ENSMUSG00000033737	Fndc3c1	0.254010048825493	6.57384349900101	34.4333414811749	2.58780721978408e-07	7.01575519504165e-05	NS
ENSMUSG00000036155	Mgat5	0.555194874536073	4.14068548272546	34.3171602428035	2.68474311129219e-07	7.18150883983253e-05	NS
ENSMUSG00000004661	Arid3b	-0.31657578830261	6.1011871100055	34.0084747973775	2.96103469034509e-07	7.8163523628557e-05	NS
ENSMUSG00000036422	Pcdh8	-2.80437607306637	2.20686893955188	35.9788202882076	3.8173353959616e-07	9.80230933807198e-05	down
ENSMUSG00000068220	Lgals1	0.439244036968684	6.02590331135515	34.3747987556173	3.83574496389602e-07	9.80230933807198e-05	NS
ENSMUSG00000037708	Spag6	1.50774770197702	0.877021728443908	33.176876773246	3.86218735435195e-07	9.80230933807198e-05	up
ENSMUSG00000115263	Gm5089	-1.0661021615037	1.61608302920767	33.1395187834297	3.90880643527943e-07	9.80230933807198e-05	down
ENSMUSG00000051323	Pcdh19	-0.888772485623281	5.10459735183842	35.7364665628352	4.03256642756446e-07	9.98782069997509e-05	down
ENSMUSG00000027803	Wwtr1	0.429684220605859	4.61094466256181	32.8740221442437	4.25740063413102e-07	0.00010416094088041	NS
ENSMUSG00000031351	Zfp185	0.694466578366427	3.04037757614568	32.7422618450877	4.44222980354879e-07	0.000107373511227465	up
ENSMUSG00000024901	Peli3	-0.819832573927683	2.31840252159853	32.4188008987958	4.93214591574451e-07	0.000117796084954365	down
ENSMUSG00000001768	Rin2	-0.520383974347762	4.42300698834041	32.5538175391773	5.02642476369022e-07	0.000118635451304886	NS
ENSMUSG00000092035	Peg10	0.604529314039779	4.95041575477927	33.4892112048652	5.79455993730719e-07	0.000135000260798965	up
ENSMUSG00000020733	Slc9a3r1	-0.59605506322387	7.30583691099401	34.415727562541	5.87799188023214e-07	0.000135000260798965	down
ENSMUSG00000000296	Tpd52l1	0.528550108808595	5.81200949550835	33.7285258438513	5.92238379134038e-07	0.000135000260798965	NS
ENSMUSG00000032014	Oaf	0.386168324277769	6.90614531081563	33.1007333354389	6.02708981044176e-07	0.000135000260798965	NS
ENSMUSG00000035200	Chrnb4	-2.36238438957897	0.656521876143776	32.2034564208095	6.05623740001338e-07	0.000135000260798965	down
ENSMUSG00000028645	Slc2a1	-0.571525672511733	6.51752039051767	34.0106996551986	6.27771168300109e-07	0.000138399397565239	NS
ENSMUSG00000001300	Efnb2	-0.701112511367218	4.85650896792117	33.5632667040843	6.58261166441657e-07	0.000143543864360354	down
ENSMUSG00000030102	Itpr1	-0.378145077846636	5.05872094280248	31.4562273413491	6.75015316944397e-07	0.000144194055831675	NS
ENSMUSG00000046743	Fat4	0.992277635977488	2.67542945851479	32.1022608338024	6.75617647701002e-07	0.000144194055831675	up
ENSMUSG00000021591	Glrx	0.663200108661281	5.28409580541283	33.3909554197366	7.23374584678644e-07	0.000151650418128677	up
ENSMUSG00000033769	Exoc6b	-0.489502339612935	4.22122551249955	31.2358614842073	7.25672422507877e-07	0.000151650418128677	NS
ENSMUSG00000024713	Pcsk5	-0.656246434490314	5.24827773310373	33.2727133077538	7.38421137806217e-07	0.000152723761512045	down
ENSMUSG00000059991	Nptx2	-1.91732638580603	0.3374704650331	31.1385384524696	7.49285852171883e-07	0.000153389518023187	down
ENSMUSG00000051817	Sox12	0.327188910046918	5.01511032114375	30.6509161776463	8.80198629742204e-07	0.00017674417168032	NS
ENSMUSG00000020695	Mrc2	0.372727653542704	4.29316140323322	30.6482038477766	8.80989790052437e-07	0.00017674417168032	NS
ENSMUSG00000010911	Apip	-0.470718263340441	6.786860690593	32.2765592193374	9.71987114296223e-07	0.000192993082855425	NS
ENSMUSG00000037031	Tspan15	0.689517523459202	2.67288640948138	30.323570708515	9.81222931475094e-07	0.000192993082855425	up
ENSMUSG00000111577	Gm47136	-3.61932322146307	-1.43149083481877	31.8974168652665	1.019395713979e-06	0.00019784628032685	down
ENSMUSG00000068735	Trp53i11	-0.853861590257912	3.81322720217613	31.8246112417426	1.02562123188079e-06	0.00019784628032685	down
ENSMUSG00000042961	Egflam	0.66642470957578	3.20810438247291	30.1423791274482	1.04224609071394e-06	0.000199138486399078	up
ENSMUSG00000029563	Foxp2	0.764817076308741	4.40371294571396	31.8528995071773	1.06598484353998e-06	0.000201752716331124	up
ENSMUSG00000029552	Tes	0.362122847261784	4.94497536540936	29.5313225354789	1.27873727777122e-06	0.000237570707634841	NS
ENSMUSG00000053963	Stum	-1.29473717254422	2.25574700734993	30.7697099303893	1.28580686896203e-06	0.000237570707634841	down
ENSMUSG00000032383	Ppib	-0.281297106825401	6.8317372032619	29.5034749505152	1.29075900369842e-06	0.000237570707634841	NS
ENSMUSG00000050732	Vamp8	0.433477499276985	5.84424743689568	30.1024758343865	1.49120244752514e-06	0.000271968213656811	NS
ENSMUSG00000032766	Gng11	0.607320512404331	5.10420328873493	30.5744401160181	1.53184368860449e-06	0.000276863496223273	up
ENSMUSG00000069763	Tmem100	0.834493592572243	3.72190895228696	29.9986133872885	1.67065047302272e-06	0.000299255265980194	up
ENSMUSG00000051379	Flrt3	0.388203456725223	6.12955151853246	29.443061855383	1.73598793189543e-06	0.000308206990174214	NS
ENSMUSG00000032452	Clstn2	-1.36361126713784	1.02839085842303	28.5798218080351	1.7638460369812e-06	0.000310405957841375	down
ENSMUSG00000022231	Sema5a	0.451597002304971	4.25059041880803	28.4618004477457	1.83614023422946e-06	0.000320318655470535	NS
ENSMUSG00000021286	Zfyve21	0.223348516030854	6.21752958376242	28.1540718537637	2.0394746638222e-06	0.000352723626772422	NS
ENSMUSG00000000567	Sox9	0.830607162052269	3.88385934585968	29.4009323795788	2.17181143454254e-06	0.000372400692305918	up
ENSMUSG00000038175	Mylip	-0.547009812144807	3.87995213129437	27.916446644915	2.21442674098979e-06	0.000376490078624892	NS
ENSMUSG00000061132	Blnk	-1.06760005616186	3.20390736944876	29.229447556764	2.35471817338167e-06	0.000396977781465404	down
ENSMUSG00000039481	Nrtn	0.813109115805273	5.90456855467636	29.710079935353	2.38190383706938e-06	0.000398214623160716	up
ENSMUSG00000053475	Tnfaip6	0.901031541225623	2.62242690368474	27.9244302360678	2.47320506114332e-06	0.000410061487079812	up
ENSMUSG00000024654	Asrgl1	0.287681409290318	5.46695871591031	27.4602756671199	2.58839383952625e-06	0.00042564227220144	NS
ENSMUSG00000021136	Smoc1	-0.716543549200741	5.36411411981545	28.9531750687686	2.91479590502187e-06	0.000475419800378445	down
ENSMUSG00000026418	Tnni1	-0.509382095922084	4.82337022670398	27.8447762150871	2.97576317692644e-06	0.000481449684318534	NS
ENSMUSG00000021215	Net1	0.326709285835892	5.26138395209227	26.9123241988477	3.12935287872669e-06	0.000502248619624119	NS
ENSMUSG00000027669	Gnb4	0.267649100065752	5.39746242136241	26.8479298196377	3.20022367407904e-06	0.000506224861429985	NS
ENSMUSG00000008398	Elk3	0.477420334974079	4.29865883009711	26.8619994606159	3.20459362982794e-06	0.000506224861429985	NS
ENSMUSG00000029050	Ski	-0.265744576458992	5.83083413396086	26.7394259411782	3.3234343147823e-06	0.000518668119817388	NS
ENSMUSG00000064325	Hhip	0.733284916975089	2.29013841830344	26.7293951965066	3.33507065379539e-06	0.000518668119817388	up
ENSMUSG00000022978	Mis18a	0.176470433273151	6.61368157294947	26.2988518952551	3.87660110863986e-06	0.000596227865735758	NS
ENSMUSG00000026185	Igfbp5	0.673614861820029	5.93420112877583	28.0678024848997	3.89322352763355e-06	0.000596227865735758	up
ENSMUSG00000022025	Cnmd	-1.60687974557529	1.32033589410129	27.0363165227868	3.97452768971848e-06	0.000603478072687036	down
ENSMUSG00000113772	Gm47448	-1.86233174682976	0.485293594658706	26.3590281119226	4.00072692988614e-06	0.000603478072687036	down
ENSMUSG00000024044	Epb41l3	-0.454044656863683	6.75031270146909	27.1563118669443	4.82729545025742e-06	0.000722725383007944	NS
ENSMUSG00000032000	Birc3	0.865602828214168	1.3218556078967	25.5466618792727	5.05277049994155e-06	0.000750879124220943	up
ENSMUSG00000029844	Hoxa1	-0.354646180101577	5.30679546584955	25.4766723257688	5.18828147737848e-06	0.000765347816170347	NS
ENSMUSG00000050071	Bex1	0.368616769222339	7.17078461290531	26.4919692132649	5.38770444075273e-06	0.00078896442693709	NS
ENSMUSG00000000753	Serpinf1	0.563005261457369	5.18800635499348	26.5963591936618	5.49646056644841e-06	0.000799057912203536	NS
ENSMUSG00000029128	Rab28	0.248327646154984	6.14493793984146	25.2849180987031	5.54435347089017e-06	0.000800221721820134	NS
ENSMUSG00000034486	Gbx2	-0.541222466151612	3.13707204259687	25.2501927913214	5.6132083577523e-06	0.000804372757665904	NS
ENSMUSG00000045095	Magi1	-0.452300670604828	4.05181777664286	25.1400273227135	5.83758726484295e-06	0.000830593444732477	NS
ENSMUSG00000034266	Batf	0.953705670428216	1.58727460541662	25.0719764041817	5.9808257893444e-06	0.000839374765225904	up
ENSMUSG00000020432	Tcn2	0.407081994300138	4.08822418258773	25.070964840297	5.98298232615414e-06	0.000839374765225904	NS
ENSMUSG00000078794	Dact3	0.589750790971919	2.46921602118528	24.7949748482299	6.6026220981827e-06	0.000919873642595425	up
ENSMUSG00000038214	Bend3	-0.31495698202683	4.58665557929692	24.682235436052	6.87458232203479e-06	0.00095115772789422	NS
ENSMUSG00000032035	Ets1	0.491893850387164	5.34116159836298	25.7069985970404	6.97927832197239e-06	0.000958543322151217	NS
ENSMUSG00000031891	Hsd11b2	0.799844468315875	4.94102769499204	26.191250997654	7.02352050424828e-06	0.000958543322151217	up
ENSMUSG00000051910	Sox6	-0.379203480138233	5.02749709501773	24.5767870946775	7.2781351744576e-06	0.000986580728851137	NS
ENSMUSG00000033767	Tmem131l	0.203062594436102	5.80367297314761	24.4603824182091	7.44427488817781e-06	0.00100196655014701	NS
ENSMUSG00000024065	Ehd3	-0.608516392518821	3.00061814453833	24.4427804592927	7.49152539737074e-06	0.00100196655014701	down
ENSMUSG00000051391	Ywhag	-0.198751546598193	6.55685250936322	24.096608771361	8.4868918693358e-06	0.00112757632240142	NS
ENSMUSG00000034463	Scara3	-0.653396030766214	3.13446597575446	24.1296720108665	8.54452440382759e-06	0.00112776479335256	down
ENSMUSG00000085696	Hoxaas3	-0.496948844788844	3.8573357547883	23.9857651066551	8.83389100845719e-06	0.00115833674125273	NS
ENSMUSG00000010476	Ebf3	0.699639160714683	3.90130550620821	24.8701766120833	8.91821553807325e-06	0.00116180026055082	up
ENSMUSG00000064373	Selenop	0.692551198236759	6.95059909077109	25.3404605645797	9.38266901100309e-06	0.00121442003676609	up
ENSMUSG00000020053	Igf1	1.28797482264343	3.27497886786175	25.0253421661554	9.5318671171981e-06	0.00122582255195659	up
ENSMUSG00000027188	Pamr1	1.11089120009069	1.29268329181757	23.7211088888979	9.72333010452265e-06	0.0012424805640569	up
ENSMUSG00000033237	Arid2	-0.200666653680731	6.26884482047712	23.6176694624173	1.00958077231702e-05	0.00127901532598853	NS
ENSMUSG00000040249	Lrp1	0.282542569794056	5.0622657482519	23.606542723965	1.01367479230474e-05	0.00127901532598853	NS
ENSMUSG00000071042	Rasgrp3	-0.607103345289923	4.2627945659928	24.4239635839223	1.02314269244252e-05	0.00128077536628225	down
ENSMUSG00000032667	Pon2	0.31963907392395	5.13126240757508	23.5423779061727	1.03762278501931e-05	0.00128077536628225	NS
ENSMUSG00000037211	Spry1	-0.637076853233032	4.19259997257879	24.4676697330678	1.03834952974709e-05	0.00128077536628225	down
ENSMUSG00000015189	Casd1	0.302231054884253	5.42021895391963	23.5344926943471	1.04060604478121e-05	0.00128077536628225	NS
ENSMUSG00000013089	Etv5	-0.696749100659738	4.3074710648697	24.6652278354382	1.05958446479917e-05	0.00129618192273177	down
ENSMUSG00000057465	Saa2	1.28644156990047	1.12179093309647	23.4442667306598	1.07538306510015e-05	0.00130753545769935	up
ENSMUSG00000058056	Palld	0.257190443470259	6.70858446129029	23.3743797492734	1.1031492640698e-05	0.0013332156949258	NS
ENSMUSG00000000305	Cdh4	-0.74881073091828	2.1586140591599	23.3392878152253	1.11737122709733e-05	0.00134231745856447	down
ENSMUSG00000041559	Fmod	1.27361378802531	2.72161222743999	24.4767238390309	1.134874411987e-05	0.00135522919364781	up
ENSMUSG00000028937	Acot7	-0.33238933260273	5.64340699042774	23.4341952359083	1.14758343280164e-05	0.00135731885404824	NS
ENSMUSG00000020644	Id2	0.539980990271077	8.24595034293981	24.7033625545802	1.15015554375537e-05	0.00135731885404824	NS
ENSMUSG00000037034	Pax1	1.62182452876884	4.49495696649771	24.5199247762067	1.22707428672745e-05	0.0014396236456331	up
ENSMUSG00000032289	Thsd4	0.667036868464133	3.38189353686452	23.0980193338284	1.39099540126803e-05	0.00162245056629298	up
ENSMUSG00000026209	Dnpep	0.221545574349708	6.64537917759993	22.6250265674614	1.45224163402272e-05	0.00168409662784762	NS
ENSMUSG00000040121	Rep15	-1.11078185899181	1.03181754612348	22.5436115600505	1.49654358252537e-05	0.00172144542186959	down
ENSMUSG00000051065	Mb21d2	-0.341060417651881	4.08874005874581	22.5091207563047	1.51573308008648e-05	0.00172144542186959	NS
ENSMUSG00000031012	Cask	0.231310416843157	5.42185259569184	22.5048089604647	1.51814993175475e-05	0.00172144542186959	NS
ENSMUSG00000028278	Rragd	-0.309001009477405	6.0480022946844	22.7041798295432	1.52419474481062e-05	0.00172144542186959	NS
ENSMUSG00000059182	Skap2	-0.206140425008134	6.93246537116459	22.4884576412172	1.52735163539422e-05	0.00172144542186959	NS
ENSMUSG00000001435	Col18a1	0.454472856114999	6.10320624419745	23.4132206701191	1.62581730724135e-05	0.0018221869730657	NS
ENSMUSG00000030352	Tspan9	0.359867823012723	4.74840957084917	22.2477640618568	1.66971404137236e-05	0.00185484789829301	NS
ENSMUSG00000007041	Clic1	0.18678430995965	7.25369992042869	22.2417390108611	1.67344965402768e-05	0.00185484789829301	NS
ENSMUSG00000027378	Nphp1	-0.221000034120513	5.50882167320337	22.1130648563547	1.75533731028702e-05	0.00193492181972408	NS
ENSMUSG00000003992	Ssbp2	0.263332373445912	6.19741746718131	22.0395890013368	1.80395450305673e-05	0.00197764673444394	NS
ENSMUSG00000029718	Pcolce	0.689492128278544	5.01581444990733	23.2056560593641	1.81393460360461e-05	0.00197778021834325	up
ENSMUSG00000061186	Sfmbt2	0.597970839201412	2.70392659760421	21.9774212934858	1.84618178109616e-05	0.00200205939958655	up
ENSMUSG00000059325	Hopx	1.04316976729981	0.7055934624189	21.7930314624399	1.97757658379948e-05	0.00213301835613899	up
ENSMUSG00000050379	Sept6	0.228123147924948	6.07485224799647	21.7760198977062	1.99017889775213e-05	0.00213513203458306	NS
ENSMUSG00000032121	Tmem218	0.283379330653281	4.03726193249083	21.7441186939296	2.01403711213967e-05	0.00214923470977372	NS
ENSMUSG00000016087	Fli1	0.501151567641006	3.56515074645173	21.637073699543	2.09628914022534e-05	0.00222517210217994	NS
ENSMUSG00000022197	Pdzd2	0.52462957335412	3.72029348389339	21.6036556682204	2.16137186820188e-05	0.00228020446389743	NS
ENSMUSG00000030351	Tspan11	-1.56246100547842	1.22542918296836	22.1243402991587	2.1708655797249e-05	0.00228020446389743	down
ENSMUSG00000047414	Flrt2	0.816571076394856	2.70577679246046	21.804297318155	2.20037731652935e-05	0.0022991650898027	up
ENSMUSG00000028988	Ctnnbip1	0.233378681686342	5.45983943699936	21.4737026429301	2.22861439893722e-05	0.00231660425240822	NS
ENSMUSG00000031925	Maml2	-0.478381692251451	3.53940262780259	21.450919633775	2.24774623958457e-05	0.00232444768343019	NS
ENSMUSG00000020205	Phlda1	0.374919897850188	4.62656902119514	21.4336655046978	2.26234879823279e-05	0.00232755085077673	NS
ENSMUSG00000044447	Dock5	0.387769621590366	4.85639765180768	21.5419907064307	2.3035597837795e-05	0.00235785797868287	NS
ENSMUSG00000040010	Slc7a5	-0.360710363511146	4.20843306343195	21.3239240066443	2.3575632562738e-05	0.00238894386427813	NS
ENSMUSG00000027400	Pdyn	-3.67956704148554	-1.97585242960039	25.8585821574638	2.35774541484931e-05	0.00238894386427813	down
ENSMUSG00000028603	Scp2	0.194436146442836	7.20846784776911	21.2035342799779	2.46682237831034e-05	0.00248077619463102	NS
ENSMUSG00000026558	Uck2	-0.162655092489392	7.5502991245209	21.1967761815089	2.47310955501049e-05	0.00248077619463102	NS
ENSMUSG00000024381	Bin1	0.181832139276631	6.08158328992727	21.0610289630818	2.60298795844927e-05	0.00259806688668703	NS
ENSMUSG00000046314	Stxbp6	0.255795874697529	5.33800170368919	20.9108274017271	2.75499215341016e-05	0.00273617091988686	NS
ENSMUSG00000031520	Vegfc	0.483493813267703	3.99849263065104	21.0266574983326	2.77110469547436e-05	0.00273861588180328	NS
ENSMUSG00000025511	Tspan4	0.384465689792274	4.34679203193959	20.8111031254238	2.86098650203307e-05	0.0028135838825386	NS
ENSMUSG00000027276	Jag1	-0.46729249180827	3.43953711801209	20.7754316486251	2.89992273490498e-05	0.00283181910934055	NS
ENSMUSG00000038775	Vill	0.571370785119763	2.86879946511671	20.7514791072386	2.92637628860053e-05	0.00283181910934055	NS
ENSMUSG00000038168	P3h2	0.554777404855115	2.93699881567501	20.7469178927199	2.93144213310691e-05	0.00283181910934055	NS
ENSMUSG00000108434	Gm45768	-1.51989035645977	-0.336628429988223	20.7428297599897	2.93599030377248e-05	0.00283181910934055	down
ENSMUSG00000031409	Tceal6	-0.832571394222523	2.22566166139136	20.7392844135875	2.95845102230368e-05	0.00283982987605054	down
ENSMUSG00000035021	Baz1a	-0.280988174322163	5.35394150940463	20.6871233718752	2.99870160180912e-05	0.00286475959692832	NS
ENSMUSG00000025321	Itgb8	-0.934406344732771	1.76799424208821	20.6621040061332	3.02731871559471e-05	0.00287839185176593	down
ENSMUSG00000071192	Wfikkn1	0.509251690944691	4.29268588476475	20.8935360495008	3.30785825139684e-05	0.00311966109087571	NS
ENSMUSG00000033209	Ttc28	0.420220467262571	4.04796639442874	20.4141005933248	3.32682678156256e-05	0.00311966109087571	NS
