genes	logFC	logCPM	F	PValue	FDR	DE
ENSMUSG00000022483	Col2a1	1.0473926828387	5.65058993646466	117.566376675673	4.46647535808886e-14	3.20022959407067e-11	up
ENSMUSG00000025091	Pnliprp2	-2.23033117208522	1.48071516569471	99.5911426549102	5.68511599860933e-14	3.93292404014139e-11	down
ENSMUSG00000026418	Tnni1	-0.956765403718726	4.82337022670398	104.239079165456	1.00832946923806e-13	6.74303527061797e-11	down
ENSMUSG00000031241	Tbx22	-3.15703774015984	2.20916700954529	104.312900272646	1.11732326074867e-13	7.23088363133544e-11	down
ENSMUSG00000030102	Itpr1	-0.637333547530292	5.05872094280248	94.9959191572655	1.31765015837608e-13	8.01122161866134e-11	down
ENSMUSG00000027187	Cat	-0.390227805771124	6.52472784682597	94.9954438749319	1.31776649095715e-13	8.01122161866134e-11	NS
ENSMUSG00000092035	Peg10	1.03011519101203	4.95041575477927	104.673727635313	1.68170298380953e-13	9.92303684152555e-11	up
ENSMUSG00000071708	Sms	-0.320033361089791	8.0215550090314	93.3723922540058	1.78440866090082e-13	1.02282304442835e-10	NS
ENSMUSG00000005103	Wdr1	-0.530828661342156	7.34142624185973	96.5420751674036	1.97001358209819e-13	1.09784479122372e-10	NS
ENSMUSG00000028496	Mllt3	-0.38867432613508	6.95358234367654	92.3069620730646	2.18129408825025e-13	1.16756942153564e-10	NS
ENSMUSG00000037712	Fermt2	-0.370519907344051	6.66075847437928	92.1637819214245	2.24121845048436e-13	1.16756942153564e-10	NS
ENSMUSG00000022033	Pbk	-0.424821578106994	7.27644461198574	92.0970583592478	2.26972422689114e-13	1.16756942153564e-10	NS
ENSMUSG00000045038	Prkce	1.01992917506924	3.16460152371895	91.8599217591081	2.37411198008287e-13	1.19073586361056e-10	up
ENSMUSG00000051159	Cited1	-1.06842900090266	7.03253307072269	109.002530115215	2.55977725272957e-13	1.25254271327465e-10	down
ENSMUSG00000020542	Myocd	-2.43537614564134	2.26375386213507	98.8353752552204	3.86488795052788e-13	1.84612814436882e-10	down
ENSMUSG00000024663	Rab3il1	1.18354268504651	5.07357876527394	103.030262386883	4.14364600536018e-13	1.933251771152e-10	up
ENSMUSG00000024534	Sncaip	1.84712565130627	3.55848904961837	102.962909052478	4.28511617724705e-13	1.9538181988166e-10	up
ENSMUSG00000021493	Pdlim7	-0.4219223921169	7.27386907308492	87.3446757587869	5.66970525835597e-13	2.51930107824946e-10	NS
ENSMUSG00000019505	Ubb	-0.263253590899543	11.5842108035807	87.1438665094758	5.89733260303102e-13	2.51930107824946e-10	NS
ENSMUSG00000027547	Sall4	-0.528928674760621	7.16580469100876	90.6986028900248	5.90206114433879e-13	2.51930107824946e-10	NS
ENSMUSG00000042846	Lrrtm3	-1.70442280373398	3.36643541334222	96.4119356437802	6.99871979337513e-13	2.87397839273178e-10	down
ENSMUSG00000029413	Naaa	-0.837766665548456	4.6730483006206	89.2827707648498	7.14801569634365e-13	2.87397839273178e-10	down
ENSMUSG00000001435	Col18a1	0.906143130423741	6.10320624419745	99.2389308901108	7.16274148323143e-13	2.87397839273178e-10	up
ENSMUSG00000097971	Gm26917	0.772975466667558	9.91466690580874	98.2830211980665	1.12035192424436e-12	4.40715692239026e-10	up
ENSMUSG00000032324	Tspan3	-0.272618777858494	8.90798746302287	83.1051813400784	1.31759320544423e-12	5.08337593992734e-10	NS
ENSMUSG00000021760	Gpx8	-0.541981719361879	6.24637284638546	83.8205235833435	1.42201864550276e-12	5.38274303133517e-10	NS
ENSMUSG00000024966	Stip1	-0.31244619358003	8.72254568588452	82.5332406823421	1.47931224731399e-12	5.49591894548393e-10	NS
ENSMUSG00000047676	Rpsa-ps10	0.400774637504303	5.15581739516936	81.4773487916548	1.83418336228215e-12	6.69043392983717e-10	NS
ENSMUSG00000053963	Stum	-2.24598892708053	2.25574700734993	89.1677821105042	1.9156458541275e-12	6.86280127241177e-10	down
ENSMUSG00000025491	Ifitm1	-0.920563798369367	8.53528232726797	95.4321409079942	1.95458859387585e-12	6.87946602988372e-10	down
ENSMUSG00000029844	Hoxa1	-0.612615577105729	5.30679546584955	80.8526416842121	2.10076203654257e-12	7.26646344433051e-10	down
ENSMUSG00000027195	Hsd17b12	-0.341630969440224	6.52841505063379	80.7146145709774	2.1446525959899e-12	7.29254582724564e-10	NS
ENSMUSG00000029610	Aimp2	-0.34123032094644	6.52308354647837	80.5733595454324	2.20788756861098e-12	7.38244006691225e-10	NS
ENSMUSG00000068220	Lgals1	0.667843818162133	6.02590331135515	85.0979727741409	2.80544650439879e-12	9.2266996346309e-10	up
ENSMUSG00000047407	Tgif1	-0.317493727620525	6.01821550300021	79.1357142820912	2.97293306832349e-12	9.6198360026945e-10	NS
ENSMUSG00000038175	Mylip	-0.888467842757133	3.87995213129437	78.4549010602623	3.43876286822694e-12	1.08443355960886e-09	down
ENSMUSG00000033419	Snap91	-2.10217210025176	2.19380839224463	84.3097312388641	3.45946305527699e-12	1.08443355960886e-09	down
ENSMUSG00000027985	Lef1	-0.52802066035847	6.16416279920808	79.0624353095376	3.76093932422747e-12	1.16079945727156e-09	NS
ENSMUSG00000030067	Foxp1	-0.7635812709536	6.24549697876802	87.3623561849846	3.97323986530142e-12	1.20774451784359e-09	down
ENSMUSG00000031799	Tpm4	-0.307240109406363	9.56847013991956	77.4817095182775	4.20332799404294e-12	1.25861442114163e-09	NS
ENSMUSG00000022025	Cnmd	-2.96756951823669	1.32033589410129	82.8358031720334	4.56210146264595e-12	1.34595411093534e-09	down
ENSMUSG00000028293	Slc35a1	-0.324454309778785	6.05956662243462	76.677086007764	4.98258688408161e-12	1.44870518939776e-09	NS
ENSMUSG00000055430	Nap1l5	-0.911249970270066	3.10868731762767	74.7768121282667	7.47711594536728e-12	2.14294142994226e-09	down
ENSMUSG00000021877	Arf4	-0.256792124061189	8.95173640081892	74.5067437025677	7.92501842325412e-12	2.23931999446935e-09	NS
ENSMUSG00000106106	CT010467.1	0.66145566489246	11.8707704827584	85.2887590664675	8.66583823261912e-12	2.41463953642784e-09	up
ENSMUSG00000061132	Blnk	-1.79008063103961	3.20390736944876	82.9355911386562	8.99908368244643e-12	2.46152296815295e-09	down
ENSMUSG00000042032	Mat2b	-0.274541776332252	7.09448212664987	73.8776754413665	9.07948856760634e-12	2.46152296815295e-09	NS
ENSMUSG00000070287	Slc35g2	-1.10943263640399	2.13757054695863	73.1955532239324	1.05301985065299e-11	2.81675789917337e-09	down
ENSMUSG00000032452	Clstn2	-2.18893176253806	1.02839085842303	72.9984547938563	1.09926584814166e-11	2.89096161402133e-09	down
ENSMUSG00000068748	Ptprz1	-1.33202201448439	3.75147347490019	80.7627519007329	1.10958052178069e-11	2.89096161402133e-09	down
ENSMUSG00000048078	Tenm4	-0.6103616076576	6.26710458331806	77.7664188115581	1.12746701889049e-11	2.89990299140781e-09	down
ENSMUSG00000113772	Gm47448	-3.90661536257554	0.485293594658706	73.0871400736212	1.32201140247127e-11	3.32262312338919e-09	down
ENSMUSG00000087521	AI646519	2.40020522858545	1.19026863979574	72.1457533897172	1.32494192937461e-11	3.32262312338919e-09	up
ENSMUSG00000032872	Cyb5r4	-0.348913807374159	6.85491372113844	71.93651969231	1.38733156181821e-11	3.43612911027122e-09	NS
ENSMUSG00000021194	Chga	-2.14407089612745	2.29958264013481	78.3283374840807	1.50515349291596e-11	3.68248650913171e-09	down
ENSMUSG00000011752	Pgam1	-0.293295194349305	9.0784665706865	71.4097230770958	1.55826949532638e-11	3.76650633918529e-09	NS
ENSMUSG00000032366	Tpm1	-0.507850663400532	9.20574984533334	77.0603945176072	1.83715156836717e-11	4.38773032911693e-09	NS
ENSMUSG00000027882	Stxbp3	-0.656609258682017	4.08355632527025	70.5278897112965	1.89494378991553e-11	4.47251321332768e-09	down
ENSMUSG00000026078	Pdcl3	-0.308034947873789	6.7436612697337	70.4598635379001	1.92386724278753e-11	4.48797960753529e-09	NS
ENSMUSG00000000567	Sox9	1.28940734684572	3.88385934585968	77.2116071041689	2.33104392413826e-11	5.37533370184618e-09	up
ENSMUSG00000087943	Gm24245	0.614113752126006	5.51068177101337	70.420986734735	2.82562696900095e-11	6.44178730137466e-09	up
ENSMUSG00000022051	Bnip3l	-0.303118263559672	8.68218181017225	68.0536207517442	3.30563483656804e-11	7.45142090912674e-09	NS
ENSMUSG00000050732	Vamp8	0.648019281775846	5.84424743689568	72.5660099158589	3.52805933604701e-11	7.86443626664168e-09	up
ENSMUSG00000032320	Rcn2	-0.301481110501413	7.6726045194303	67.2219934513616	3.99571832004394e-11	8.80902208095842e-09	NS
ENSMUSG00000048490	Nrip1	0.5480750197287	5.71816781804048	68.5916163116781	4.04362022056138e-11	8.81772922444591e-09	NS
ENSMUSG00000020107	Anapc16	-0.256106809381294	6.88217252398172	67.0299906465895	4.17528916539352e-11	9.00695174581987e-09	NS
ENSMUSG00000027332	Ivd	0.436907603858164	5.11343085671826	66.9327329188015	4.26942165085755e-11	9.11203586803237e-09	NS
ENSMUSG00000050212	Eva1b	0.676223816452328	5.25523985753485	69.4644609812833	5.01807205475412e-11	1.05971117434186e-08	up
ENSMUSG00000027878	Notch2	-0.648488476425604	4.22246792642094	66.1222821137328	5.14472144180025e-11	1.07513959963955e-08	down
ENSMUSG00000026356	Dars	-0.334256679619301	8.22250763665067	65.590294191555	5.81873036314717e-11	1.20345740768514e-08	NS
ENSMUSG00000025268	Maged2	-0.447428171682473	7.25882306409331	67.4834509580745	5.97450726929182e-11	1.22306698812788e-08	NS
ENSMUSG00000020218	Wif1	-3.19138900491943	0.354144810042521	64.6992375306278	7.69380665018208e-11	1.55912271733286e-08	down
ENSMUSG00000040118	Cacna2d1	-0.826354271385818	3.77834010499635	64.2932188162038	7.8741986521054e-11	1.57397908416937e-08	down
ENSMUSG00000029229	Chic2	-0.262955712654695	6.48817557940972	64.2663223416774	7.92402988241984e-11	1.57397908416937e-08	NS
ENSMUSG00000003464	Pex19	-0.296607570766154	7.11585498236773	63.8521564507637	8.73401751325172e-11	1.70344212828922e-08	NS
ENSMUSG00000025609	Mkln1	-0.273968572759716	6.86388107955311	63.8465194831869	8.74561555247679e-11	1.70344212828922e-08	NS
ENSMUSG00000031754	Nudt21	-0.233872756384888	7.9723651901855	63.7119651053984	9.02725155650732e-11	1.72824432777841e-08	NS
ENSMUSG00000028745	Capzb	-0.239633930850008	8.84000028643912	63.7035181869528	9.0452424691822e-11	1.72824432777841e-08	NS
ENSMUSG00000070327	Rnf213	-0.888554200340255	3.58101332174932	63.6474635359528	9.93370000898014e-11	1.88009329792603e-08	down
ENSMUSG00000021748	Pdhb	-0.242801123990073	7.89405587159498	63.0690498459953	1.05086835546857e-10	1.97032906050565e-08	NS
ENSMUSG00000097183	Gm17501	-1.97425926735747	0.78366036730478	63.0164545096645	1.06405309881459e-10	1.97657715448319e-08	down
ENSMUSG00000018965	Ywhah	-0.255948614082071	8.6592512457463	62.7225362622634	1.14095739578729e-10	2.09998965819125e-08	NS
ENSMUSG00000035357	Pdzrn3	-0.743791429330653	5.04795295852575	66.7121860582501	1.19924489162397e-10	2.18720463779637e-08	down
ENSMUSG00000054675	Tmem119	0.981467621311675	3.85963562835516	65.4287850821124	1.21391167825333e-10	2.19400865667733e-08	up
ENSMUSG00000003131	Pafah1b2	-0.228880908192946	7.999628729494	62.297810649328	1.26241004837458e-10	2.26129199915098e-08	NS
ENSMUSG00000000184	Ccnd2	0.739515422885398	8.52482558418263	70.8951284602523	1.28251915994438e-10	2.27698224661983e-08	up
ENSMUSG00000028289	Epha7	1.27620760384428	5.58373207000059	71.0103628803848	1.32861816257194e-10	2.3381348752209e-08	up
ENSMUSG00000032024	Clmp	0.923084253437516	3.56810748615834	62.9796521788246	1.34954217775157e-10	2.35430566696105e-08	up
ENSMUSG00000059248	Sept9	0.302304456462392	6.706784858045	61.9319294957385	1.37776724574369e-10	2.3693522984933e-08	NS
ENSMUSG00000038872	Zfhx3	0.45651820496615	4.96481779329033	61.9197577274179	1.38178755320365e-10	2.3693522984933e-08	NS
ENSMUSG00000062270	Morf4l1	-0.20809290943136	8.03104533648242	61.8237101296894	1.41394158396776e-10	2.40394034386112e-08	NS
ENSMUSG00000029131	Dnajb6	-0.279502935287003	7.58874835191845	61.6245902133429	1.483096333087e-10	2.50032593566315e-08	NS
ENSMUSG00000025289	Prdx4	-0.312430231543513	8.40981788430697	61.4491199218443	1.54694300198081e-10	2.58623087547825e-08	NS
ENSMUSG00000086644	Gm13470	-3.27506212182387	0.233107434592887	61.3482551895855	1.58492699888316e-10	2.62783516128876e-08	down
ENSMUSG00000052512	Nav2	1.11893716074204	3.42338818677275	64.3154513435586	1.69688468549063e-10	2.79040168527157e-08	up
ENSMUSG00000040479	Dgkz	0.353928110177809	5.10813714854118	60.8890291841425	1.77048572829455e-10	2.8877629821988e-08	NS
ENSMUSG00000015733	Capza2	-0.309746728464861	8.43102565607203	60.7148619294706	1.84662925334959e-10	2.96893616649227e-08	NS
ENSMUSG00000022048	Dpysl2	-0.376833640665484	7.1320614233466	60.6838070066757	1.86055877476374e-10	2.96893616649227e-08	NS
ENSMUSG00000004661	Arid3b	-0.405589203535624	6.1011871100055	60.6747330668246	1.86464937183743e-10	2.96893616649227e-08	NS
ENSMUSG00000009013	Dynll1	-0.294690058777958	10.4790315003511	59.9576382393481	2.21930320811844e-10	3.43573615912203e-08	NS
ENSMUSG00000115263	Gm5089	-1.43550263405818	1.61608302920767	59.9471176062432	2.22499821962686e-10	3.43573615912203e-08	down
ENSMUSG00000021771	Vdac2	-0.235851560872482	8.96776626130678	59.9059875275569	2.24740847530864e-10	3.43573615912203e-08	NS
ENSMUSG00000039316	Rftn1	-0.813858810335154	3.67334579987787	59.9049078620055	2.24799988694571e-10	3.43573615912203e-08	down
ENSMUSG00000019853	Hebp2	-0.465806351949415	5.07572022599132	59.9026992766689	2.24921019298903e-10	3.43573615912203e-08	NS
ENSMUSG00000029310	Nudt9	-0.327029367439994	6.64150356943967	59.8820149214209	2.26057807299425e-10	3.43573615912203e-08	NS
ENSMUSG00000025545	Clybl	-0.413614227050774	5.64728590844264	59.8230288906478	2.29332437456198e-10	3.45929876710244e-08	NS
ENSMUSG00000074781	Ube2n	-0.278624624333884	8.78579023641011	59.5902091347141	2.42745256320372e-10	3.63207329087323e-08	NS
ENSMUSG00000031467	Agpat5	-0.226085504794666	6.64997580261072	59.5622923989651	2.44407284551832e-10	3.63207329087323e-08	NS
ENSMUSG00000027944	Hax1	-0.227574547213907	7.73723644998077	59.1949566258592	2.6740927946395e-10	3.94468012103365e-08	NS
ENSMUSG00000027803	Wwtr1	0.554354477933253	4.61094466256181	59.0463269052886	2.77343741546631e-10	4.04396560113027e-08	NS
ENSMUSG00000031409	Tceal6	-1.40143132937098	2.22566166139136	59.1452285924961	2.78171295462056e-10	4.04396560113027e-08	down
ENSMUSG00000022332	Khdrbs3	-0.406485971965093	5.96291833703082	58.5173295459777	3.15918309007864e-10	4.55967850022717e-08	NS
ENSMUSG00000068039	Tcp1	-0.270263467136487	9.67798589833587	58.403067667171	3.24957353520626e-10	4.65663887595057e-08	NS
ENSMUSG00000038417	Fig4	-0.527338615819807	4.59526880911973	58.2883206355393	3.34304892084843e-10	4.75661329433058e-08	NS
ENSMUSG00000021215	Net1	0.461203327986166	5.26138395209227	57.9729805851926	3.61456349808777e-10	5.10671640131245e-08	NS
ENSMUSG00000046618	Olfml2a	-1.11751994259955	3.13968984589754	59.136677037698	3.95280028198227e-10	5.5082368876173e-08	down
ENSMUSG00000016559	H3f3b	-0.192397900845685	11.0316350165298	57.6119641924145	3.95367416916006e-10	5.5082368876173e-08	NS
ENSMUSG00000031925	Maml2	-0.761396365514074	3.53940262780259	57.5742097208979	3.99099411958485e-10	5.52188441566284e-08	down
ENSMUSG00000027018	Hat1	-0.288219355680011	8.26860715969736	57.2803587818646	4.29424087473448e-10	5.89098625346903e-08	NS
ENSMUSG00000014769	Psmb1	-0.282001952504712	9.44296758499233	57.2596495455038	4.31649376562629e-10	5.89098625346903e-08	NS
ENSMUSG00000062825	Actg1	-0.302301026498553	10.5311165199888	57.0896893460889	4.50370104906783e-10	6.10494935448641e-08	NS
ENSMUSG00000031962	Cdh15	2.70943498793379	0.762924782368335	57.3249584914262	4.64999379963118e-10	6.26095138310072e-08	up
ENSMUSG00000042961	Egflam	0.892654161501043	3.20810438247291	56.9317332698907	4.68523627193059e-10	6.26634733916477e-08	up
ENSMUSG00000079317	Trappc2	-0.397569667533367	4.10096947125299	56.8551482960956	4.77596822775551e-10	6.3453956678961e-08	NS
ENSMUSG00000083992	Gm11478	0.334870356096103	4.67569952703825	56.6472818931181	5.03153009880178e-10	6.6409576869843e-08	NS
ENSMUSG00000057236	Rbbp4	-0.29477413631777	7.01027614832172	56.5857569601607	5.10986053014029e-10	6.65543425602367e-08	NS
ENSMUSG00000085795	Zfp703	1.08713558801404	2.54288918532869	56.5708592171546	5.12901701299018e-10	6.65543425602367e-08	up
ENSMUSG00000001473	Tubb6	-0.316899738326696	6.88250603198639	56.5553111689223	5.14908911416888e-10	6.65543425602367e-08	NS
ENSMUSG00000016257	Prelid3b	-0.265878979631302	7.03473363138859	56.5351825613058	5.17519561329724e-10	6.65543425602367e-08	NS
ENSMUSG00000033769	Exoc6b	-0.6313759071275	4.22122551249955	56.4541726689543	5.28165957273649e-10	6.74908626421907e-08	down
ENSMUSG00000019880	Rspo3	-0.847602858264203	3.57940069313428	56.5160407514864	5.39912430576332e-10	6.85552100140656e-08	down
ENSMUSG00000053253	Ndfip2	-0.394412452697636	5.32745168851646	56.3314252320906	5.44732174961779e-10	6.86777338538064e-08	NS
ENSMUSG00000026782	Abi2	-0.298273996979953	6.40611792353987	56.3096708975257	5.47723926657812e-10	6.86777338538064e-08	NS
ENSMUSG00000028249	Sdcbp	-0.268545316133259	7.55200400677873	56.2531534918665	5.55576329492613e-10	6.92296417532968e-08	NS
ENSMUSG00000051855	Mest	0.516635078251006	9.13831489584788	61.8253094876605	5.71159744761237e-10	7.07321407370367e-08	NS
ENSMUSG00000084416	Rpl10a-ps1	0.264209670171622	5.19587924963632	56.0380229402156	5.86549775911888e-10	7.21714529954092e-08	NS
ENSMUSG00000037034	Pax1	2.36684457012287	4.49495696649771	63.4981719992691	5.89976985906047e-10	7.21714529954092e-08	up
ENSMUSG00000031665	Sall1	-0.618890810403631	6.61348365720815	61.5362834360457	6.07473761570368e-10	7.38614460886347e-08	down
ENSMUSG00000029163	Emilin1	0.438695859588408	4.9612029579769	55.8357396105339	6.17307957349431e-10	7.46050134960499e-08	NS
ENSMUSG00000025732	Mcrip2	0.546820511808341	5.44006958559448	57.2141594999961	6.25443184162535e-10	7.51355758123878e-08	NS
ENSMUSG00000026014	Raph1	-0.392379343824933	5.83947285189744	55.6974847677473	6.39288496679574e-10	7.63417013118191e-08	NS
ENSMUSG00000057751	Megf6	1.02289874575166	3.31505893490966	57.374021309594	6.61826004448249e-10	7.85654041493536e-08	up
ENSMUSG00000019841	Rev3l	0.477161475222815	6.09622754665184	56.8251310850616	6.74262518914758e-10	7.9570909732164e-08	NS
ENSMUSG00000050953	Gja1	-0.417588367579776	7.67344404870296	57.5964246457473	6.81828073599218e-10	7.99931860382896e-08	NS
ENSMUSG00000032289	Thsd4	1.01204839838113	3.38189353686452	57.1422255275181	7.01463127816313e-10	8.18183329665748e-08	up
ENSMUSG00000004018	Fancl	-0.332091041768582	5.52086873463341	55.2984410341746	7.07398191190437e-10	8.20336561367777e-08	NS
ENSMUSG00000090164	BC035044	-3.87661947055233	0.333309949227187	57.0141424732485	7.13156553928231e-10	8.22261309477481e-08	down
ENSMUSG00000021994	Wnt5a	-0.536307099168225	4.8809249089777	55.0922047788038	7.45506635574632e-10	8.54648807022758e-08	NS
ENSMUSG00000022353	Mtss1	-0.494623684713271	5.09795945946632	55.035470459841	7.56358937702661e-10	8.62163239101749e-08	NS
ENSMUSG00000008035	Mid1ip1	-0.799618629890666	3.00148131419606	54.8228310868673	7.9851228361243e-10	9.05070815470767e-08	down
ENSMUSG00000039481	Nrtn	1.13915973806792	5.90456855467636	61.9024083680681	8.08143265880067e-10	9.10841022476736e-08	up
ENSMUSG00000034981	Parm1	1.48268103179256	3.31585050250412	59.6383028735285	8.30751780589084e-10	9.31091744255765e-08	up
ENSMUSG00000079658	Eloc	-0.252831843707682	7.91323373988254	54.3489367337567	9.01453734067988e-10	1.00472026738178e-07	NS
ENSMUSG00000029860	Zyx	-0.486978689643612	5.8204649498649	55.4105812523303	9.12139123255796e-10	1.01101298843966e-07	NS
ENSMUSG00000022964	Tmem50b	-0.578911417962275	4.18075102731156	54.2586519349742	9.22577945642817e-10	1.0152947342604e-07	NS
ENSMUSG00000069874	Irgm2	-2.88820570048664	0.194706988111297	54.2437076971422	9.26123698383276e-10	1.0152947342604e-07	down
ENSMUSG00000027082	Tfpi	-0.719792694785757	5.3258998584601	58.4130048884658	9.55317517568611e-10	1.0416076107316e-07	down
ENSMUSG00000029563	Foxp2	1.01316227090407	4.40371294571396	58.9952623702317	1.03872307507768e-09	1.12642499093018e-07	up
ENSMUSG00000020949	Fkbp3	-0.291257901374919	9.05618319418444	53.3825554124922	1.15628802052333e-09	1.24717474557736e-07	NS
ENSMUSG00000024713	Pcsk5	-0.843934734178075	5.24827773310373	58.9299246704818	1.18020473813478e-09	1.26616403510481e-07	down
ENSMUSG00000020577	Tspan13	0.407308621364893	6.71886115938592	54.0620677403944	1.19677725821101e-09	1.27711411458666e-07	NS
ENSMUSG00000018398	Sept8	-0.54360659096817	4.23276576469083	52.9212761136674	1.30324723725786e-09	1.38337280814112e-07	NS
ENSMUSG00000090386	Mir99ahg	1.22004490530101	1.85204951557904	52.793194735815	1.34739577419191e-09	1.42270810641253e-07	up
ENSMUSG00000031609	Sap30	-0.279820126912484	6.90983448526572	52.6226000922714	1.40861892524785e-09	1.4795661192839e-07	NS
ENSMUSG00000026341	Actr3	-0.250850417881472	7.64356215545924	52.3033488782699	1.53106436192441e-09	1.59980277233997e-07	NS
ENSMUSG00000047669	Msl3l2	-0.575579478064453	3.86900599647231	52.2593370193022	1.54879049591682e-09	1.60993963363126e-07	NS
ENSMUSG00000026509	Capn2	-0.565461008356809	5.76156086747423	55.0161160685067	1.58958847069488e-09	1.64383112881859e-07	NS
ENSMUSG00000023942	Slc29a1	0.596370925568659	4.58916763328858	52.3188560720629	1.61282746884862e-09	1.65866520348504e-07	up
ENSMUSG00000021012	Zc3h14	-0.231703219666368	7.30034902113441	52.0865426096678	1.62046844722893e-09	1.65866520348504e-07	NS
ENSMUSG00000027378	Nphp1	-0.326005188736961	5.50882167320337	52.0245573746242	1.64701176687303e-09	1.67727665314755e-07	NS
ENSMUSG00000026526	Fh1	-0.223018094418607	7.22029753968736	51.9854982062454	1.66396884722997e-09	1.68598702086503e-07	NS
ENSMUSG00000084848	4933408N05Rik	-3.78197692732957	-0.855480088099459	53.3464873624174	1.75110598470939e-09	1.76536121935879e-07	down
ENSMUSG00000021737	Psmd6	-0.222607619520243	8.46137217943477	51.7705621273905	1.76057500262923e-09	1.76603278513738e-07	NS
ENSMUSG00000060600	Eno3	0.469612236328799	7.00764946694987	54.5744398484188	1.8687386173625e-09	1.86520567868291e-07	NS
ENSMUSG00000040385	Ppp1ca	-0.205037253375788	9.68455699183426	51.4506065490378	1.91528711193517e-09	1.90220247721007e-07	NS
ENSMUSG00000001467	Cyp51	-0.47423084287719	7.06631625440718	54.5488390351941	1.95654629219776e-09	1.93360747359958e-07	NS
ENSMUSG00000028410	Dnaja1	-0.25523097136573	9.30045058435161	51.3389413923607	1.97254491067126e-09	1.93868541126167e-07	NS
ENSMUSG00000001833	Sept7	-0.264084918284188	8.0637978926774	51.3227155943548	1.98101141116859e-09	1.93868541126167e-07	NS
ENSMUSG00000032537	Ephb1	-1.63788282502254	1.87417708324883	52.8939880618103	2.02504998285581e-09	1.97216275514821e-07	down
ENSMUSG00000037211	Spry1	-0.929478675054634	4.19259997257879	55.0704755312299	2.05840093387727e-09	1.99495843166405e-07	down
ENSMUSG00000019960	Dusp6	-0.738578598059899	6.50895935136709	56.9279811535872	2.10756594528436e-09	2.0327878843411e-07	down
