genes	logFC	logCPM	F	PValue	FDR	DE
ENSMUSG00000020484	Xbp1	-0.32307396168306	7.09151702708695	55.5461324765134	6.64284021458696e-10	5.55286084937682e-07	NS
ENSMUSG00000117438	AC122453.1	0.506616389988202	3.24523234242296	54.0782341495816	9.66342537042517e-10	7.75470559125879e-07	NS
ENSMUSG00000010911	Apip	-0.643971370670206	6.786860690593	59.4782752957637	1.00706484832275e-09	7.77066730271192e-07	down
ENSMUSG00000031974	Abcb10	0.656077077317284	4.29518027861614	53.1445327848999	1.22984258374491e-09	9.13818589447792e-07	up
ENSMUSG00000021877	Arf4	-0.224701188314094	8.95173640081892	52.9243634813631	1.30220175248932e-09	9.33027555658598e-07	NS
ENSMUSG00000040385	Ppp1ca	-0.215098777332152	9.68455699183426	52.3658927722259	1.50623536541244e-09	1.04200323796222e-06	NS
ENSMUSG00000027187	Cat	-0.300565553610527	6.52472784682597	52.1571455691341	1.59077438235383e-09	1.06380385529275e-06	NS
ENSMUSG00000044285	Gm1821	-0.287795411536411	7.77575763547188	50.8095169239483	2.26918763919588e-09	1.40212842124178e-06	NS
ENSMUSG00000022051	Bnip3l	-0.271850871840134	8.68218181017225	50.7781413047279	2.28815840994736e-09	1.40212842124178e-06	NS
ENSMUSG00000062270	Morf4l1	-0.196096882096656	8.03104533648242	50.7406282813939	2.31105609188053e-09	1.40212842124178e-06	NS
ENSMUSG00000047407	Tgif1	-0.263915395503797	6.01821550300021	50.6358930116179	2.37625193511219e-09	1.40212842124178e-06	NS
ENSMUSG00000018921	Pelp1	0.336755298277459	5.28811399369861	50.3729501104047	2.54847032536353e-09	1.46078319049837e-06	NS
ENSMUSG00000031812	Map1lc3b	-0.230093235966479	8.25101699365276	50.241206170563	2.63957569710316e-09	1.47097687875788e-06	NS
ENSMUSG00000021493	Pdlim7	-0.330925364897564	7.27386907308492	49.8375928867542	2.94029890978792e-09	1.59427774940987e-06	NS
ENSMUSG00000032383	Ppib	-0.36079238986936	6.8317372032619	48.0924289299697	4.71160124909214e-09	2.48747748050754e-06	NS
ENSMUSG00000027099	Mtx2	-0.291132730552401	8.02541349456449	47.3918287517825	5.7067555550281e-09	2.86791243011128e-06	NS
ENSMUSG00000020623	Map2k6	-0.361987949503864	6.53924587599937	47.3402447807481	5.78815291960741e-09	2.86791243011128e-06	NS
ENSMUSG00000088246	Gm25911	0.516244410874182	5.79211940591213	48.4915513404895	5.86105122293701e-09	2.86791243011128e-06	NS
ENSMUSG00000024044	Epb41l3	-0.632768294460239	6.75031270146909	51.6482735364865	6.21541602551951e-09	2.89568161702086e-06	down
ENSMUSG00000025289	Prdx4	-0.284080662035312	8.40981788430697	47.0790570417673	6.21917454449975e-09	2.89568161702086e-06	NS
ENSMUSG00000102117	Rpsa-ps1	0.498033572286676	3.66720362212547	46.9943315613428	6.36603486594149e-09	2.89568161702086e-06	NS
ENSMUSG00000060019	Gm10073	0.367420986389898	4.50375796169254	46.9215018681581	6.49514867739701e-09	2.89568161702086e-06	NS
ENSMUSG00000028745	Capzb	-0.213181528551408	8.84000028643912	46.6387047034398	7.0228041435311e-09	3.03445725912382e-06	NS
ENSMUSG00000026782	Abi2	-0.282266840025795	6.40611792353987	46.5946422936461	7.10893685469143e-09	3.03445725912382e-06	NS
ENSMUSG00000036438	Calm2	-0.251926685406028	10.5325956267963	46.0537058953331	8.26025100265025e-09	3.43361191376118e-06	NS
ENSMUSG00000021286	Zfyve21	-0.286072854374496	6.21752958376242	45.941396330954	8.52262127528338e-09	3.43361191376118e-06	NS
ENSMUSG00000006289	Osgep	-0.242105371666065	7.26608769378833	45.9267361775418	8.557501529661e-09	3.43361191376118e-06	NS
ENSMUSG00000082895	Rpsa-ps9	0.473324067157263	3.56436584783711	45.6974399585599	9.12274292866582e-09	3.53077429853492e-06	NS
ENSMUSG00000079317	Trappc2	-0.370765897413605	4.10096947125299	45.6861153824184	9.15164308263463e-09	3.53077429853492e-06	NS
ENSMUSG00000006699	Cdc42	-0.212060553646316	9.14710022419087	44.898777249299	1.14129225612935e-08	4.32011419669191e-06	NS
ENSMUSG00000022742	Cpox	0.494529524669558	5.70738312212877	45.8136094636893	1.17621191755165e-08	4.36984509072616e-06	NS
ENSMUSG00000006373	Pgrmc1	-0.223486403935086	7.9988290021121	44.46224933139	1.29093827451882e-08	4.64734303394438e-06	NS
ENSMUSG00000066551	Hmgb1	-0.200266147479899	11.2277173004235	44.44505166969	1.29723462217568e-08	4.64734303394438e-06	NS
ENSMUSG00000040046	Tph1	-1.99894701202808	2.99144450603665	48.4074312994002	1.38746617901052e-08	4.78323602752823e-06	down
ENSMUSG00000011752	Pgam1	-0.239890828501745	9.0784665706865	44.1622574745461	1.4054641424894e-08	4.78323602752823e-06	NS
ENSMUSG00000027671	Actl6a	-0.25841826242493	7.61710583827404	44.1302231399469	1.41830129327321e-08	4.78323602752823e-06	NS
ENSMUSG00000029610	Aimp2	-0.262797653895453	6.52308354647837	44.0488907411432	1.45144289979868e-08	4.78323602752823e-06	NS
ENSMUSG00000030079	Ruvbl1	-0.198954879852779	8.28621478810366	44.0417797922482	1.45437841530865e-08	4.78323602752823e-06	NS
ENSMUSG00000074129	Rpl13a	0.273605875262144	5.25290638458095	43.7632675525508	1.57433286060948e-08	5.09423642734635e-06	NS
ENSMUSG00000055430	Nap1l5	-0.717320893762482	3.10868731762767	43.2636332802613	1.81592030457354e-08	5.69124919533549e-06	down
ENSMUSG00000106037	Gm4332	0.32623365654358	4.34572645737122	43.2129537371416	1.84248528693392e-08	5.69124919533549e-06	NS
ENSMUSG00000110275	Gm5905	0.263004842479398	5.30120618987594	43.210200846313	1.84393977518097e-08	5.69124919533549e-06	NS
ENSMUSG00000021806	Nid2	-0.333973635187119	6.08501011138116	42.2386400025583	2.43963907153955e-08	7.41576349291308e-06	NS
ENSMUSG00000019777	Hdac2	-0.190803137511524	8.63378427462279	42.1842637158237	2.47837798257382e-08	7.42107747558149e-06	NS
ENSMUSG00000015932	Dstn	-0.268596054198588	8.00500641507317	41.9267401357448	2.67070050116822e-08	7.87935197859365e-06	NS
ENSMUSG00000028249	Sdcbp	-0.240024905746759	7.55200400677873	41.5511982668796	2.97933621596866e-08	8.66252799489321e-06	NS
ENSMUSG00000021103	Mnat1	-0.246243462455335	6.56781300418366	41.3593952880163	3.15102027014122e-08	9.03082409422474e-06	NS
ENSMUSG00000037712	Fermt2	-0.257193393652237	6.66075847437928	41.1087483740959	3.39097176272383e-08	9.50361988013056e-06	NS
ENSMUSG00000028343	Erp44	-0.270519243119326	6.67431184150512	41.0585133388567	3.44130105886969e-08	9.50361988013056e-06	NS
ENSMUSG00000040204	Pclaf	-0.209964536692586	9.84129682905883	41.0419141862313	3.45810114270527e-08	9.50361988013056e-06	NS
ENSMUSG00000001891	Ugp2	-0.271938256570369	5.72139510625105	40.8967000619069	3.60875046422465e-08	9.67425973057629e-06	NS
ENSMUSG00000006728	Cdk4	-0.175776630210519	10.7439423019591	40.8892732739956	3.61663582789962e-08	9.67425973057629e-06	NS
ENSMUSG00000083454	Gm13226	0.482397734472585	2.7146377082552	40.7608842366539	3.75581370078629e-08	9.91435979804928e-06	NS
ENSMUSG00000063696	Gm8730	0.242972104422429	6.13050944140548	40.7154357411303	3.80640278933401e-08	9.91740944930116e-06	NS
ENSMUSG00000005656	Snx6	-0.250364329588147	8.4629913064699	40.4534530845838	4.1121250617284e-08	1.04948139089543e-05	NS
ENSMUSG00000027248	Pdia3	-0.26241853792198	9.30923484890093	40.4366027135375	4.13264030907882e-08	1.04948139089543e-05	NS
ENSMUSG00000025268	Maged2	-0.362911436180448	7.25882306409331	41.1835555997699	4.24953361732737e-08	1.06288769342119e-05	NS
ENSMUSG00000020738	Sumo2	-0.24596383638454	9.18955240684194	40.3090719335002	4.29139184364055e-08	1.06288769342119e-05	NS
ENSMUSG00000076432	Ywhaq	-0.193337410883781	9.4452994183999	39.9827670184339	4.72703975924783e-08	1.15651062987841e-05	NS
ENSMUSG00000030091	Nup210	0.666483989635784	4.00223825066145	40.2742234501646	4.8095213294596e-08	1.16251345676649e-05	up
ENSMUSG00000020949	Fkbp3	-0.261486141912948	9.05618319418444	39.8740878908026	4.88211939067667e-08	1.16601284780661e-05	NS
ENSMUSG00000031241	Tbx22	-2.18337804887992	2.20916700954529	41.0555647436059	5.71733600894367e-08	1.34942582366386e-05	down
ENSMUSG00000002731	Prkra	-0.252675130971436	6.8518203336017	39.000505623573	6.33742318260114e-08	1.47838818475981e-05	NS
ENSMUSG00000015733	Capza2	-0.257765624867853	8.43102565607203	38.9422434844081	6.44924157528819e-08	1.48718028141875e-05	NS
ENSMUSG00000005103	Wdr1	-0.351667565579777	7.34142624185973	39.3532479364636	7.19694119646827e-08	1.64073902594939e-05	NS
ENSMUSG00000020107	Anapc16	-0.20179154149282	6.88217252398172	38.4760012796402	7.42119769494577e-08	1.67285469838205e-05	NS
ENSMUSG00000060438	Rps10-ps1	0.304672009177239	4.68205987753617	38.1232941362274	8.25669938557306e-08	1.84051003414852e-05	NS
ENSMUSG00000039128	Cdc123	-0.190301725710479	8.12849404914329	38.0073462370589	8.55220324321769e-08	1.88543188423553e-05	NS
ENSMUSG00000054717	Hmgb2	-0.186937958926642	10.5359462246424	37.8332439542378	9.01668239933481e-08	1.96622480755929e-05	NS
ENSMUSG00000051223	Bzw1	-0.214641337908725	9.39053163057993	37.7130863959979	9.35244683811689e-08	2.01751385447635e-05	NS
ENSMUSG00000020305	Asb3	-0.314606010021582	5.39892760156539	37.5065416734595	9.96025059009587e-08	2.12316900518325e-05	NS
ENSMUSG00000068039	Tcp1	-0.225049116497679	9.67798589833587	37.475888942165	1.0053885728861e-07	2.12316900518325e-05	NS
ENSMUSG00000042032	Mat2b	-0.202808570531119	7.09448212664987	37.2683437957991	1.071237901016e-07	2.23866403856072e-05	NS
ENSMUSG00000081382	Rpl18-ps1	0.294402295068999	4.47724044819843	37.2038830049621	1.09258821807848e-07	2.2597427660918e-05	NS
ENSMUSG00000023074	Mospd1	-0.308899479938353	6.04033527746795	37.0293676093617	1.15263417868621e-07	2.3596068257962e-05	NS
ENSMUSG00000024425	Ndfip1	-0.280311743185516	7.39156607559317	36.8309503920086	1.22508238126196e-07	2.47837805006441e-05	NS
ENSMUSG00000078453	Abracl	-0.262815933139329	6.84277028214259	36.8037940048342	1.23535941085854e-07	2.47837805006441e-05	NS
ENSMUSG00000026078	Pdcl3	-0.231368666964514	6.7436612697337	36.7261371278712	1.26524424707355e-07	2.49569030151201e-05	NS
ENSMUSG00000025809	Itgb1	-0.247092919161601	7.30061048146628	36.7168488281903	1.26886856123131e-07	2.49569030151201e-05	NS
ENSMUSG00000114551	Gm6035	0.454621928623973	3.29432683318064	36.6744564970013	1.28554740354077e-07	2.50394679707134e-05	NS
ENSMUSG00000013415	Igf2bp1	0.200904164042663	7.00413974653007	36.6241848476571	1.30562145567635e-07	2.51859400420952e-05	NS
ENSMUSG00000007041	Clic1	-0.239977408074427	7.25369992042869	36.5713769344997	1.32705876853076e-07	2.53556695373944e-05	NS
ENSMUSG00000040118	Cacna2d1	-0.644910273094778	3.77834010499635	36.5196611802519	1.34840678702597e-07	2.55205065672783e-05	down
ENSMUSG00000027555	Car13	-0.449484096359037	3.56198408715142	36.0123923833339	1.5776968635865e-07	2.92671436173044e-05	NS
ENSMUSG00000039108	Lsm14b	0.485890435526966	3.3975134242112	36.0075191804188	1.5800859608243e-07	2.92671436173044e-05	NS
ENSMUSG00000018965	Ywhah	-0.201600901070753	8.6592512457463	35.9871151100817	1.59012992437752e-07	2.92671436173044e-05	NS
ENSMUSG00000003038	Hmgn2	-0.191186776738745	11.1019236651294	35.7871354577578	1.69214842209359e-07	3.08617105854924e-05	NS
ENSMUSG00000021242	Npc2	-0.238218953349572	7.6379852593512	35.7556150130369	1.70883766168788e-07	3.08853163682723e-05	NS
ENSMUSG00000004018	Fancl	-0.277053230961963	5.52086873463341	35.631897097666	1.77601128257703e-07	3.1812802099161e-05	NS
ENSMUSG00000071708	Sms	-0.205116022943077	8.0215550090314	35.4226971248527	1.8959004641494e-07	3.34861692090351e-05	NS
ENSMUSG00000001473	Tubb6	-0.260909641247717	6.88250603198639	35.4110570663064	1.90281292484797e-07	3.34861692090351e-05	NS
ENSMUSG00000070287	Slc35g2	-0.80444013101946	2.13757054695863	35.2703843145866	1.98844953446893e-07	3.46889344004484e-05	down
ENSMUSG00000003623	Crot	-0.349241259805081	5.02900731663945	35.2110233073188	2.02577705687687e-07	3.5031458549343e-05	NS
ENSMUSG00000036478	Btg1	-0.307981662473425	7.16091341132846	35.2787992362213	2.04300700342595e-07	3.5031458549343e-05	NS
ENSMUSG00000067377	Tspan6	-0.238484933904342	8.70929412850177	34.9969998779441	2.16650651911595e-07	3.68342828699188e-05	NS
ENSMUSG00000028223	Decr1	-0.263514496944575	5.71993641854853	34.8188828458857	2.29134735127424e-07	3.86294206397175e-05	NS
ENSMUSG00000026356	Dars	-0.253218792888556	8.22250763665067	34.7804162898567	2.3192748021741e-07	3.87744092343473e-05	NS
ENSMUSG00000081051	Gm15427	0.18531906940252	5.96612111801162	34.6467725382692	2.41907866447931e-07	4.01087241047801e-05	NS
ENSMUSG00000019373	Cops3	-0.260267545651305	7.10225121899324	34.5821378188386	2.4689358888835e-07	4.05998293465416e-05	NS
ENSMUSG00000051579	Tceal8	-0.234870685363036	8.39023824487932	34.5318089845364	2.50849563419047e-07	4.0914991392788e-05	NS
ENSMUSG00000028138	Adh5	-0.174696189004221	8.77716773988916	34.4546220030492	2.57044897188823e-07	4.15873768338885e-05	NS
ENSMUSG00000028902	Sf3a3	-0.194176029556039	8.3500903936639	34.4212800458628	2.5976995348653e-07	4.16920384547741e-05	NS
ENSMUSG00000074781	Ube2n	-0.219535205732884	8.78579023641011	34.2482303440338	2.74402833653962e-07	4.36910289584585e-05	NS
ENSMUSG00000028692	Akr1a1	-0.175533772221243	9.33974144634588	34.217433737373	2.77095333327729e-07	4.37723352537079e-05	NS
ENSMUSG00000045690	Wdr89	0.252647796064657	5.839054576299	33.9812017278754	2.98682379740545e-07	4.68137961121469e-05	NS
ENSMUSG00000068566	Myadm	-0.522176859103789	4.56990843966703	34.1847527198019	3.04707844148161e-07	4.71005470054275e-05	NS
ENSMUSG00000022033	Pbk	-0.267956024112783	7.27644461198574	33.9132734555883	3.05207412556354e-07	4.71005470054275e-05	NS
ENSMUSG00000021486	Prelid1	-0.175849502504049	9.35616017024348	33.8675836593157	3.09679321450592e-07	4.74258515033724e-05	NS
ENSMUSG00000025491	Ifitm1	-0.591285746865553	8.53528232726797	36.7031625852307	3.12425574670371e-07	4.74839536290681e-05	down
ENSMUSG00000060373	Hnrnpc	-0.16797979552452	10.3359895549042	33.8023924505462	3.16177970177454e-07	4.76929506593991e-05	NS
ENSMUSG00000020155	Kcnmb1	-1.48139185807555	1.24039864506827	33.7019794290928	3.26465906979621e-07	4.84497965278921e-05	down
ENSMUSG00000020321	Mdh1	-0.191106536541462	9.2583829359162	33.6848784626104	3.28252332136568e-07	4.84497965278921e-05	NS
ENSMUSG00000059586	Nsmce2	-0.233073393721733	7.62387418746989	33.6830832740194	3.28440450991592e-07	4.84497965278921e-05	NS
ENSMUSG00000022285	Ywhaz	-0.218926386410837	9.74198239700163	33.5544102003788	3.42219815242545e-07	4.99179462619696e-05	NS
ENSMUSG00000063253	Scoc	-0.252885082984651	6.31139472168568	33.5375534076995	3.44068914706519e-07	4.99179462619696e-05	NS
ENSMUSG00000035953	Pip4p1	-0.314011529658864	5.17618507346231	33.5213368558356	3.45857568059703e-07	4.99179462619696e-05	NS
ENSMUSG00000005447	Pafah1b3	-0.237917576828897	7.53538696539003	33.4552463736061	3.53247594378882e-07	5.06203802744938e-05	NS
ENSMUSG00000021748	Pdhb	-0.183739297266791	7.89405587159498	33.4113252584249	3.58249174917602e-07	5.09730138099073e-05	NS
ENSMUSG00000025026	Add3	-0.387710852127491	6.28978220163093	34.0628649111415	3.66916485066892e-07	5.18385811507887e-05	NS
ENSMUSG00000033446	Lpar6	-0.264687113495188	6.19376659089709	33.1727436049605	3.8673166334844e-07	5.42560183922825e-05	NS
ENSMUSG00000021114	Atp6v1d	-0.218278681756791	6.75758058871719	33.1459701087168	3.90071430032199e-07	5.4344534925736e-05	NS
ENSMUSG00000031591	Asah1	-0.352681988434114	5.64835185161434	33.0519089170046	4.02043957564911e-07	5.56262474252913e-05	NS
ENSMUSG00000002015	Bcap31	-0.260371549963529	8.04770123860937	33.0159698166282	4.0671856204441e-07	5.5887587614623e-05	NS
ENSMUSG00000030541	Idh2	-0.185020857082374	8.25398329320548	32.8569816092861	4.28084826399774e-07	5.84233863077025e-05	NS
ENSMUSG00000061983	Rps12	0.227378184583077	8.74378335107247	32.8306996717711	4.31727503036515e-07	5.85224132832335e-05	NS
ENSMUSG00000028800	Hdac1	-0.175957624072878	7.73578342109717	32.7622648187069	4.4136427351289e-07	5.94271815786283e-05	NS
ENSMUSG00000032180	Tmed1	-0.219101496520742	6.5773036365845	32.6764871155462	4.53759330793782e-07	6.03552578081282e-05	NS
ENSMUSG00000006362	Cbfa2t3	0.927982486116365	2.40020960207436	32.6729785687895	4.54273947215002e-07	6.03552578081282e-05	up
ENSMUSG00000084416	Rpl10a-ps1	0.210525819149372	5.19587924963632	32.6220808661304	4.61807868702824e-07	6.07627113273471e-05	NS
ENSMUSG00000004642	Slbp	-0.184942870259546	8.51409032083668	32.5932763702004	4.66128872594425e-07	6.07627113273471e-05	NS
ENSMUSG00000025544	Tm9sf2	-0.280335225217051	7.41915395128553	32.5758694256484	4.68760430692586e-07	6.07627113273471e-05	NS
ENSMUSG00000001833	Sept7	-0.218608084738803	8.0637978926774	32.5712873656894	4.69455700116579e-07	6.07627113273471e-05	NS
ENSMUSG00000015120	Ube2i	-0.158150861970997	9.28449396608532	32.4646113066581	4.85948526330932e-07	6.23636945777976e-05	NS
ENSMUSG00000020376	Rnf130	-0.261642470368288	6.53562990463432	32.4390660915045	4.89986489197544e-07	6.23636945777976e-05	NS
ENSMUSG00000019773	Fbxo5	-0.200047999288845	7.03352705663299	32.4317420480836	4.91150620241851e-07	6.23636945777976e-05	NS
ENSMUSG00000000171	Sdhd	-0.174957931425467	8.78215447373253	32.3413910818905	5.05749992019328e-07	6.3538028176591e-05	NS
ENSMUSG00000021012	Zc3h14	-0.190013968980618	7.30034902113441	32.3354029880139	5.06733352021462e-07	6.3538028176591e-05	NS
ENSMUSG00000032405	Pias1	-0.267571752551301	5.39005882717671	32.2860840055266	5.14908328436357e-07	6.41620551868956e-05	NS
ENSMUSG00000014402	Tsg101	-0.192493919622354	7.97258790942931	32.2072996392227	5.28252484322398e-07	6.52000165529614e-05	NS
ENSMUSG00000001847	Rac1	-0.17719009908891	8.24906521624385	32.198657436982	5.29737947270098e-07	6.52000165529614e-05	NS
ENSMUSG00000063439	B9d2	-0.276748104779411	5.09784260115625	32.0945154690903	5.47983070059908e-07	6.69521161348234e-05	NS
ENSMUSG00000068823	Csde1	-0.210477451491017	9.37124316099411	32.0653250346285	5.53213209537317e-07	6.69521161348234e-05	NS
ENSMUSG00000101249	Gm29216	0.331687807324328	5.41710812818048	32.0577887363291	5.54571906212347e-07	6.69521161348234e-05	NS
ENSMUSG00000114003	Gm9616	0.294717293915645	4.26902689650615	32.042590634442	5.57322470068563e-07	6.69521161348234e-05	NS
ENSMUSG00000072235	Tuba1a	-0.247251999036991	9.09588542135322	31.9653239357848	5.71526833413956e-07	6.8210504383546e-05	NS
ENSMUSG00000061778	Mospd2	-0.51888765049557	3.15049968296258	31.9446055927023	5.7539911197323e-07	6.8210504383546e-05	NS
ENSMUSG00000007039	Ddah2	-0.2449121190535	8.04755858406376	31.9307840929246	5.77997495025562e-07	6.8210504383546e-05	NS
ENSMUSG00000021495	Fam193b	0.266688409871828	5.60995444173902	31.77721542362	6.07700706448921e-07	7.12964419460716e-05	NS
ENSMUSG00000088609	Gm24187	0.454052351145503	7.87653235307615	33.6563684620642	6.62877210950784e-07	7.73176895703176e-05	NS
ENSMUSG00000029034	Ints11	-0.24998324479057	5.90052395240505	31.3840209503136	6.9119680565387e-07	7.97452072477088e-05	NS
ENSMUSG00000020733	Slc9a3r1	-0.590577803162797	7.30583691099401	33.8451593419286	6.91639221468514e-07	7.97452072477088e-05	down
ENSMUSG00000003464	Pex19	-0.215813031402781	7.11585498236773	31.3108631386151	7.08002474109345e-07	8.11654036318953e-05	NS
ENSMUSG00000039611	Tmem246	-0.560866281870936	3.55737178501003	31.1782082185469	7.39565960439352e-07	8.43021153314447e-05	NS
ENSMUSG00000021737	Psmd6	-0.179561050404344	8.46137217943477	31.1313284052324	7.5106664893346e-07	8.5129373507927e-05	NS
ENSMUSG00000029462	Vps29	-0.203516418061738	7.67076220088019	31.0927881234449	7.60660417963985e-07	8.57324118269295e-05	NS
ENSMUSG00000021178	Psmc1	-0.180427374149193	9.11034133104491	30.9263903324071	8.03564564472534e-07	9.00620798460781e-05	NS
ENSMUSG00000036309	Skp1a	-0.229949787167861	9.76817907644058	30.9083542869752	8.0836351953862e-07	9.00966051610211e-05	NS
ENSMUSG00000062933	Gm10123	-0.234248336250939	8.09491346263883	30.8690294017278	8.18930329419887e-07	9.06668737325762e-05	NS
ENSMUSG00000098973	Mir6236	0.592567602021452	3.22937279333666	30.8486682369591	8.24457712738487e-07	9.06668737325762e-05	up
ENSMUSG00000059248	Sept9	0.222379335768837	6.706784858045	30.834280893432	8.28386735717215e-07	9.06668737325762e-05	NS
ENSMUSG00000023832	Acat2	-0.25620936785968	8.40929308982014	30.822722020032	8.31557410367561e-07	9.06668737325762e-05	NS
ENSMUSG00000021771	Vdac2	-0.175704857288462	8.96776626130678	30.7257117154346	8.58669551180374e-07	9.31169110042198e-05	NS
ENSMUSG00000053253	Ndfip2	-0.303090640919102	5.32745168851646	30.6962617718622	8.67080418945682e-07	9.35234804563885e-05	NS
ENSMUSG00000030779	Rbbp6	0.191918363528384	6.42473905943273	30.6716355361374	8.74179271919979e-07	9.37849441350728e-05	NS
ENSMUSG00000009013	Dynll1	-0.218789903617152	10.4790315003511	30.5982995380311	8.95678852397432e-07	9.54707701877923e-05	NS
ENSMUSG00000021546	Hnrnpk	-0.178510492722366	10.4858415212125	30.5857566414304	8.99410605397903e-07	9.54707701877923e-05	NS
ENSMUSG00000035585	Tsen34	-0.206023517885112	7.67011400815872	30.5351394521596	9.14634919684567e-07	9.65758197826936e-05	NS
ENSMUSG00000073421	H2-Ab1	-0.535793665202918	4.19760341859902	30.5802860041039	9.28786085874547e-07	9.75565782974616e-05	NS
ENSMUSG00000023175	Bsg	-0.20880852931385	9.59225528621093	30.3755497837658	9.64410438435462e-07	0.000100770844874439	NS
ENSMUSG00000031696	Vps35	-0.220828026440081	7.33514491226381	30.2445261499648	1.00737498686207e-06	0.000104714803038481	NS
ENSMUSG00000027018	Hat1	-0.217622285224562	8.26860715969736	30.1974868681716	1.02328041078678e-06	0.000105819853614455	NS
ENSMUSG00000022332	Khdrbs3	-0.303397887228114	5.96291833703082	30.1445404704974	1.04149541911553e-06	0.000107143958329662	NS
ENSMUSG00000068740	Celsr2	0.956307360181007	1.87248358189766	30.1293999265305	1.04676581759614e-06	0.000107143958329662	up
ENSMUSG00000024002	Brd4	0.20389709781271	6.63843934839191	30.0643957335744	1.06971016803556e-06	0.000108936677112332	NS
ENSMUSG00000035297	Cops4	-0.189118536083923	8.64192134185959	30.0303107683369	1.0819490532565e-06	0.000109626575285009	NS
ENSMUSG00000051159	Cited1	-0.603064912229752	7.03253307072269	32.2263706596781	1.1070179201923e-06	0.000111269210155853	down
ENSMUSG00000025037	Maoa	-0.263108361800782	6.02377699713382	29.9342649608743	1.11722418030495e-06	0.000111269210155853	NS
ENSMUSG00000032366	Tpm1	-0.335293795208224	9.20574984533334	31.2553279244907	1.12180058845694e-06	0.000111269210155853	NS
ENSMUSG00000028044	Cks1b	-0.204274357412666	9.90427273948642	29.9139522991891	1.12483621179137e-06	0.000111269210155853	NS
ENSMUSG00000028030	Tbck	-0.310664163897581	4.12277720990438	29.91114562933	1.12589221720856e-06	0.000111269210155853	NS
ENSMUSG00000042846	Lrrtm3	-1.01579128797649	3.36643541334222	31.3502560080346	1.13923850905958e-06	0.000112036289062517	down
ENSMUSG00000026047	Kdelc1	-0.200688734083068	6.50488703801749	29.8542589941709	1.14751896945565e-06	0.000112300124708387	NS
ENSMUSG00000072694	1500011B03Rik	-0.224085992299753	6.56463169206628	29.7869448117905	1.17366807332535e-06	0.000114301596539093	NS
