genes	logFC.stage25.IIvsI	logFC.stage25.IIIvsI	logFC.stage25.IIIvsII	logCPM	F	PValue	FDR	maxFC	DE
ENSMUSG00000000392	Fap	2.39811622460017	3.11473655653768	0.716620331937508	1.53213794548601	16.3209405311295	2.69063355940195e-06	0.00201273987385341	3.11473655653768	1
ENSMUSG00000022895	Ets2	-0.818882516541396	-0.942635281747547	-0.123752765206151	4.87202840487444	16.3102380935341	2.70880154491287e-06	0.00201273987385341	-0.942635281747547	1
ENSMUSG00000020897	Aurkb	0.422659604769013	0.408148656072808	-0.0145109486962046	7.19075197277	16.0213991620695	3.25030136417613e-06	0.00232884092743219	0.422659604769013	0
ENSMUSG00000092035	Peg10	0.730697309782976	1.43028403551032	0.699586725727343	4.95041575477927	16.6607996784737	3.47664595020426e-06	0.00240511969148268	1.43028403551032	1
ENSMUSG00000022257	Laptm4b	-0.57257754988385	-0.931261238718107	-0.358683688834257	7.77146804177655	16.4218493225464	4.25694448334232e-06	0.00284676067416046	-0.931261238718107	1
ENSMUSG00000020577	Tspan13	0.655098533535094	0.71367209442203	0.0585735608869359	6.71886115938592	15.6143190137185	4.62142502896036e-06	0.00299080738487105	0.71367209442203	1
ENSMUSG00000045038	Prkce	1.21593757917872	1.46768799318497	0.251750414006257	3.16460152371895	15.3974821574854	4.83825913971863e-06	0.00299340936829625	1.46768799318497	1
ENSMUSG00000060572	Mfap2	0.421821371199531	0.615264085152638	0.193442713953108	7.67635913953257	15.3701817195618	4.92386148707887e-06	0.00299340936829625	0.615264085152638	1
ENSMUSG00000027111	Itga6	0.773384638365085	1.47808333980085	0.70469870143576	5.04844615519563	15.9989227166289	5.55258631307897e-06	0.00327635254744089	1.47808333980085	1
ENSMUSG00000027803	Wwtr1	0.644387028591971	0.981360123704248	0.336973095112276	4.61094466256181	15.0745646946015	5.95789296815918e-06	0.00341506424934884	0.981360123704248	1
ENSMUSG00000004032	Gstm5	-0.0934206347055427	-0.537007090999475	-0.443586456293933	8.80822233090853	15.0093162445315	6.21502038187483e-06	0.0034634927472548	-0.537007090999475	0
ENSMUSG00000027669	Gnb4	0.695867109722374	0.491674396173931	-0.204192713548443	5.39746242136241	14.8685750251905	6.80956031421085e-06	0.00369225402766751	0.695867109722374	1
ENSMUSG00000049690	Nckap5	-0.761486742868943	3.35459297774551	4.11607972061445	0.0863269697839994	14.8081948569874	7.08241217447712e-06	0.00373914086958842	4.11607972061445	1
ENSMUSG00000068566	Myadm	-0.606143575756534	-1.14408192646629	-0.537938350709751	4.56990843966703	14.8187983364765	7.4988784883618e-06	0.00385750000598755	-1.14408192646629	1
ENSMUSG00000015189	Casd1	0.424050171541345	0.803554272808184	0.379504101266839	5.42021895391963	14.6765729428758	7.71718612577398e-06	0.00387055470138194	0.803554272808184	1
ENSMUSG00000020733	Slc9a3r1	-0.737801236894627	-1.34256052189795	-0.604759285003323	7.30583691099401	15.6533746504235	7.9869843130866e-06	0.00390816778754008	-1.34256052189795	1
ENSMUSG00000034101	Ctnnd1	-0.756581558343398	-0.816242479612937	-0.0596609212695391	4.25601948321426	14.5613220449981	8.32138314885747e-06	0.00397484735077092	-0.816242479612937	1
ENSMUSG00000033237	Arid2	-0.511270364200942	-0.416916692010757	0.0943536721901851	6.26884482047712	14.4489378981492	8.95785418827249e-06	0.00417935978430518	-0.511270364200942	0
ENSMUSG00000040209	Zfp704	-0.653688756124258	-0.707661517599261	-0.0539727614750029	5.20833846766933	14.1186005859163	1.11374457295203e-05	0.0049682059840398	-0.707661517599261	1
ENSMUSG00000021493	Pdlim7	-0.0999485489298656	-0.570632365595359	-0.470683816665494	7.27386907308492	14.1177229432685	1.11439173203963e-05	0.0049682059840398	-0.570632365595359	0
ENSMUSG00000032383	Ppib	-0.244600879099352	-0.651097410338415	-0.406496531239063	6.8317372032619	13.9526711259877	1.24330287105133e-05	0.00542242221718084	-0.651097410338415	1
ENSMUSG00000031864	Ints10	0.503410162743462	0.302325571162462	-0.201084591581001	5.97472283006124	13.8006913472041	1.37568200039545e-05	0.00587211325360289	0.503410162743462	0
ENSMUSG00000028445	Enho	0.772094140516196	1.13028413856602	0.358189998049823	4.77862171523424	13.940585132224	1.41135822096743e-05	0.00589888929771845	1.13028413856602	1
ENSMUSG00000029775	Klhdc10	0.343726664233616	0.601409502427067	0.257682838193451	6.02648885036886	13.5338063427869	1.64464646414831e-05	0.00672462144467742	0.601409502427067	1
ENSMUSG00000030102	Itpr1	-0.776357720848326	-0.662159928884828	0.114197791963498	5.05872094280248	13.5057193362628	1.67595988552423e-05	0.00672462144467742	-0.776357720848326	1
ENSMUSG00000052396	Mogat2	0.56227466172099	0.816879103923106	0.254604442202116	6.25329699747129	13.6435968852713	1.78361576350826e-05	0.00690927111160775	0.816879103923106	1
ENSMUSG00000050029	Rap2c	-0.451469352476714	-0.691072064384831	-0.239602711908117	5.07319987751136	13.3916360681996	1.80963717601161e-05	0.00690927111160775	-0.691072064384831	1
ENSMUSG00000032228	Tcf12	0.319198227166847	0.683257685899315	0.364059458732468	7.22894387820779	13.5245430460211	1.82529841947568e-05	0.00690927111160775	0.683257685899315	1
ENSMUSG00000113772	Gm47448	-2.14829273650253	-4.45835490690331	-2.31006217040078	0.485293594658706	13.289059691911	2.03683411290797e-05	0.00748578649401393	-4.45835490690331	1
ENSMUSG00000040972	Igsf21	-1.74276311591292	-2.26247685139641	-0.519713735483488	1.71093141975867	13.2053033619803	2.05222937479198e-05	0.00748578649401393	-2.26247685139641	1
ENSMUSG00000022353	Mtss1	-0.547485930843293	-0.813066473939988	-0.265580543096696	5.09795945946632	13.0642860837496	2.258080198903e-05	0.0079528833806513	-0.813066473939988	1
ENSMUSG00000003436	Dll3	-0.929150774026246	-1.24817064970687	-0.319019875680625	4.72540760032854	13.5323317331479	2.2595671054587e-05	0.0079528833806513	-1.24817064970687	1
ENSMUSG00000021286	Zfyve21	0.54526472007392	0.276435005274475	-0.268829714799445	6.21752958376242	12.8357310954074	2.63832997011888e-05	0.00912589238974568	0.54526472007392	0
ENSMUSG00000024534	Sncaip	1.35630579340102	2.30684881999812	0.950543026597095	3.55848904961837	13.4255719895235	2.81180188294034e-05	0.00937241988020062	2.30684881999812	1
ENSMUSG00000022025	Cnmd	-2.33165985197387	-3.63835899024072	-1.30669913826685	1.32033589410129	13.092933087403	2.83745165253243e-05	0.00937241988020062	-3.63835899024072	1
ENSMUSG00000013089	Etv5	-1.19682870965979	-1.64361706527285	-0.446788355613057	4.3074710648697	13.3741153799979	2.84975382659873e-05	0.00937241988020062	-1.64361706527285	1
ENSMUSG00000031351	Zfp185	1.0642860916488	1.44004610899819	0.37576001734939	3.04037757614568	12.6975808210174	2.8998072217411e-05	0.00938321491654353	1.44004610899819	1
ENSMUSG00000000753	Serpinf1	1.06081057752315	1.30416751778744	0.243356940264286	5.18800635499348	13.2308825181695	3.05217928663704e-05	0.00971949537277972	1.30416751778744	1
ENSMUSG00000030350	Prmt8	-4.24807603989929	-3.61604488726998	0.632031152629314	-0.0932680371878737	12.570273758349	3.16455475039281e-05	0.00987424380835626	-4.24807603989929	1
ENSMUSG00000037313	Tacc3	0.337928905029815	0.271486445621983	-0.0664424594078318	8.01331807891485	12.5391495212327	3.23301243576716e-05	0.00987424380835626	0.337928905029815	0
ENSMUSG00000050368	Hoxd10	-1.19680305889796	-2.91449437367723	-1.71769131477926	3.68935455526145	13.2776322346694	3.24843032275702e-05	0.00987424380835626	-2.91449437367723	1
ENSMUSG00000020542	Myocd	-1.27765416030425	-2.87421609294686	-1.59656193264261	2.26375386213507	12.9425212490854	3.32843380421172e-05	0.00996642372837248	-2.87421609294686	1
ENSMUSG00000090164	BC035044	-1.61098801090636	-5.65095672244034	-4.03996871153398	0.333309949227187	12.6160422753747	3.50199729688228e-05	0.0103136341319564	-5.65095672244034	1
ENSMUSG00000024044	Epb41l3	-0.443364713942462	-1.05616097370725	-0.612796259764791	6.75031270146909	13.0628476311787	3.54720743248425e-05	0.0103136341319564	-1.05616097370725	1
ENSMUSG00000037138	Aff3	0.55441263380368	1.04712735582931	0.492714722025632	4.07848380612955	12.3309868568273	3.73213723230943e-05	0.0106963053077988	1.04712735582931	1
ENSMUSG00000087365	C430049B03Rik	-0.835939958611385	-1.24421565063903	-0.408275692027644	2.90627247776844	12.2452352360308	3.96038109188462e-05	0.0111905866852661	-1.24421565063903	1
ENSMUSG00000039497	Dse	0.569834586031172	0.726709428137564	0.156874842106392	4.53480369789839	12.1767871571728	4.152926329257e-05	0.0115716677802158	0.726709428137564	1
ENSMUSG00000020695	Mrc2	0.320213106587714	0.776181221227128	0.455968114639414	4.29316140323322	12.0140149537105	4.65077752144124e-05	0.0127439814525176	0.776181221227128	1
ENSMUSG00000003992	Ssbp2	0.630465487458866	0.559452869968557	-0.0710126174903097	6.19741746718131	11.9986992441508	4.70070096444176e-05	0.0127439814525176	0.630465487458866	1
ENSMUSG00000052512	Nav2	0.8798024161039	1.73454713260188	0.85474471649798	3.42338818677275	12.1679874232892	5.0597101703274e-05	0.0135343873916144	1.73454713260188	1
ENSMUSG00000051391	Ywhag	-0.48930938715011	-0.315881357748691	0.173428029401419	6.55685250936322	11.8329697820335	5.27782034280591e-05	0.0139320568049174	-0.48930938715011	0
ENSMUSG00000058317	Ube2e2	0.559407097368558	0.602092262237702	0.0426851648691447	4.55449512505421	11.7962165852003	5.4154714464532e-05	0.0141097646959408	0.602092262237702	1
ENSMUSG00000031962	Cdh15	1.1261230944585	3.84397030330916	2.71784720885066	0.762924782368335	11.7932127303872	5.5598203592026e-05	0.0143001430828619	3.84397030330916	1
ENSMUSG00000032537	Ephb1	-2.14884968079187	-2.40970301545417	-0.260853334662298	1.87417708324883	11.9133374562765	5.68896661334369e-05	0.0144470947084685	-2.40970301545417	1
ENSMUSG00000016382	Pls3	0.64096044979792	0.425254980293294	-0.215705469504626	6.35585547903335	11.5894424823509	6.2623800655511e-05	0.0156167564874903	0.64096044979792	1
ENSMUSG00000031665	Sall1	-0.445374243916247	-0.961756874171686	-0.516382630255439	6.61348365720815	12.1016228538522	6.30524013302121e-05	0.0156167564874903	-0.961756874171686	1
ENSMUSG00000030677	Kif22	0.382350363485403	0.28761917215312	-0.0947311913322822	7.36990769153939	11.535578359538	6.50477447283326e-05	0.0159144860334123	0.382350363485403	0
ENSMUSG00000046618	Olfml2a	-0.675411442600868	-1.67334287520687	-0.997931432606003	3.13968984589754	11.5951971579061	6.85707124179629e-05	0.0165742847292671	-1.67334287520687	1
ENSMUSG00000038143	Stox2	-0.656746657570292	-0.474462409326472	0.18228424824382	4.61308624681963	11.4264899242549	7.02593222232506e-05	0.0167802681243197	-0.656746657570292	1
ENSMUSG00000066026	Dhrs3	1.29723409682608	1.29888601687537	0.00165192004929886	4.51549487652936	11.8592458468185	7.14754235055643e-05	0.0168698817219839	1.29888601687537	1
ENSMUSG00000034285	Nipsnap1	0.448904210112577	0.499009640585853	0.0501054304732762	5.75441346560692	11.3655157065629	7.33590135620758e-05	0.0168791874251228	0.499009640585853	0
ENSMUSG00000036158	Prickle1	-0.335443550475958	-0.678364250900091	-0.342920700424133	5.95460800568024	11.364998501979	7.33859039663796e-05	0.0168791874251228	-0.678364250900091	1
ENSMUSG00000036155	Mgat5	0.5467768283042	1.05964266541466	0.512865837110464	4.14068548272546	11.3371257500242	7.48502709702667e-05	0.0168791874251228	1.05964266541466	1
ENSMUSG00000003779	Kif20a	0.718677508746046	0.644175347637273	-0.0745021611087734	6.21204850076653	11.4675508028604	7.571942458362e-05	0.0168791874251228	0.718677508746046	1
ENSMUSG00000035200	Chrnb4	-5.13147695008959	-2.70211795424951	2.42935899584008	0.656521876143776	11.426035987387	7.57216064331099e-05	0.0168791874251228	-5.13147695008959	1
ENSMUSG00000009013	Dynll1	-0.177173203199977	-0.448272371772543	-0.271099168572567	10.4790315003511	11.2967713096538	7.70242572565677e-05	0.0169030329456031	-0.448272371772543	0
ENSMUSG00000024014	Pim1	-1.183703886479	-0.432558634564408	0.75114525191459	2.95517806168168	11.2878496189458	7.75136592062351e-05	0.0169030329456031	-1.183703886479	1
ENSMUSG00000026418	Tnni1	-0.351158386161481	-1.08375665379561	-0.732598267634131	4.82337022670398	11.5205878777127	7.92883736493872e-05	0.0171041220661721	-1.08375665379561	1
ENSMUSG00000021192	Golga5	0.485251442946604	0.489873410337247	0.00462196739064362	5.41073613993627	11.2310771136396	8.07043647889211e-05	0.0172243719829291	0.489873410337247	0
ENSMUSG00000030067	Foxp1	-0.644858435777772	-0.937265540488676	-0.292407104710904	6.24549697876802	11.6214975887926	8.47254919418969e-05	0.0178922402035614	-0.937265540488676	1
ENSMUSG00000033737	Fndc3c1	0.256093561238576	0.488390863232316	0.232297301993739	6.57384349900101	11.1295056978031	8.67568420566903e-05	0.0180141280858477	0.488390863232316	0
ENSMUSG00000022676	Snai2	1.42926343934446	1.96464965603489	0.535386216690422	4.27300978951266	11.6913852251608	8.70985158173279e-05	0.0180141280858477	1.96464965603489	1
ENSMUSG00000004661	Arid3b	-0.471403328523984	-0.56645148539151	-0.0950481568675256	6.1011871100055	11.1094248553577	8.80080984293537e-05	0.0180165150070377	-0.56645148539151	0
ENSMUSG00000042961	Egflam	0.990725163025306	1.34637129464054	0.355646131615232	3.20810438247291	11.0186472084001	9.39022810350221e-05	0.019028965273986	1.34637129464054	1
ENSMUSG00000050234	Gja4	-2.5237840806122	2.51254155633173	5.03632563694392	2.22929594738205	11.4762110422611	9.66664254453458e-05	0.0193932182728453	5.03632563694392	1
ENSMUSG00000042389	Tsen2	0.434737899850244	0.599392834635404	0.164654934785159	5.21131937425322	10.9377142313807	9.95021019168446e-05	0.0197644670163934	0.599392834635404	1
ENSMUSG00000029844	Hoxa1	-0.233865060676242	-0.763821903142752	-0.529956842466509	5.30679546584955	10.8055417941336	0.000109532383262476	0.0215193640955315	-0.763821903142752	1
ENSMUSG00000016344	Ppdpf	-0.17695010421829	-0.354824441888858	-0.177874337670568	7.70764990560681	10.791887975909	0.000110482230178434	0.0215193640955315	-0.354824441888858	0
ENSMUSG00000042846	Lrrtm3	-0.996479984166148	-1.91815721605793	-0.921677231891782	3.36643541334222	11.1227695579337	0.000114142655900464	0.0218430404004067	-1.91815721605793	1
ENSMUSG00000034330	Plcg2	1.42262459031867	2.00432249198086	0.581697901662193	2.52627637237418	10.8512796812593	0.000114321565249861	0.0218430404004067	2.00432249198086	1
ENSMUSG00000032702	Kank1	-0.681973785688009	-0.672410717236848	0.00956306845116137	4.38640099298742	10.7185164277768	0.000116474459837537	0.0220444397477422	-0.681973785688009	1
ENSMUSG00000094483	Purb	-0.491865248580196	-0.32722467220984	0.164640576370357	6.24176226700548	10.7030306798329	0.000117781653932674	0.0220835097308159	-0.491865248580196	0
ENSMUSG00000033419	Snap91	-1.86867627936408	-2.15648755819374	-0.287811278829663	2.19380839224463	10.9004443743433	0.000123034419484283	0.0228547826267935	-2.15648755819374	1
ENSMUSG00000014177	Tvp23b	0.488545889313903	0.692089958818515	0.203544069504613	4.66590020132608	10.4988435162131	0.000136511958388305	0.0251257147631759	0.692089958818515	1
ENSMUSG00000054091	1810037I17Rik	-0.208218763255649	-0.446755590399874	-0.238536827144225	7.08692621789892	10.4612307666757	0.000140286060499331	0.0255856267794326	-0.446755590399874	0
ENSMUSG00000027985	Lef1	-0.556434538553483	-0.607339107084713	-0.0509045685312297	6.16416279920808	10.4778563689353	0.000143284738957759	0.0256708634353328	-0.607339107084713	1
ENSMUSG00000030826	Bcat2	0.508999850415611	0.531545953280266	0.0225461028646544	5.12358420779974	10.4235819524777	0.000144172162909842	0.0256708634353328	0.531545953280266	0
ENSMUSG00000042834	Nrep	-0.181927907507033	-0.527914479712125	-0.345986572205092	7.49809480533751	10.4195762726853	0.000144592142767052	0.0256708634353328	-0.527914479712125	0
ENSMUSG00000032452	Clstn2	-1.86867852604452	-2.4307851044213	-0.562106578376789	1.02839085842303	10.3894358915166	0.000147793181109863	0.0259386299333579	-2.4307851044213	1
ENSMUSG00000032366	Tpm1	-0.145398633465014	-0.646438057301543	-0.501039423836529	9.20574984533334	10.685395901599	0.000150071985088653	0.0259386299333579	-0.646438057301543	1
ENSMUSG00000026883	Dab2ip	-0.423687103382144	-0.605537972226494	-0.18185086884435	5.24157826270468	10.3474279840949	0.000152377571786777	0.0259386299333579	-0.605537972226494	1
ENSMUSG00000031007	Atp6ap2	0.461870944558519	0.573260840982537	0.111389896424018	5.75879807042123	10.3462180365485	0.000152511777712121	0.0259386299333579	0.573260840982537	0
ENSMUSG00000038416	Cdc16	0.354055214139492	0.279179775097775	-0.0748754390417169	8.05907039636748	10.3457388242859	0.000152564965214646	0.0259386299333579	0.354055214139492	0
ENSMUSG00000000567	Sox9	0.959250585824055	1.72679174323855	0.767541157414499	3.88385934585968	10.6999994540699	0.000155602685708806	0.0262327821906729	1.72679174323855	1
ENSMUSG00000042988	Notum	1.70490451632211	4.30129156033445	2.59638704401234	0.0186286596179575	10.2854045029486	0.000159417403079666	0.0266519328382022	4.30129156033445	1
ENSMUSG00000029128	Rab28	0.496910658569294	0.468373898626324	-0.0285367599429703	6.14493793984146	10.2700775436979	0.000161208435751932	0.0267286251078947	0.496910658569294	0
ENSMUSG00000075277	Haglr	-0.728714227984448	-0.562092908231904	0.166621319752543	3.84769770943178	10.2250133605232	0.000166596180583956	0.0272702610975047	-0.728714227984448	1
ENSMUSG00000073889	Il11ra1	0.720286167395159	0.779512790863921	0.0592266234687615	4.59024731597532	10.2171320040893	0.000167557458702419	0.0272702610975047	0.779512790863921	1
ENSMUSG00000015889	Lta4h	0.438987879300102	0.31352181024768	-0.125466069052422	7.09348278139546	10.2090181164445	0.000168553104181566	0.0272702610975047	0.438987879300102	0
ENSMUSG00000064037	Gpn1	0.331831477365229	0.332978547245823	0.00114706988059429	7.14443491954575	10.1757120400501	0.000172704720679317	0.0277184168501477	0.332978547245823	0
ENSMUSG00000022108	Itm2b	0.437708224625154	0.363010439676806	-0.0746977849483485	7.32417579682685	10.1512302468442	0.000175823857414703	0.0277328663389594	0.437708224625154	0
ENSMUSG00000025082	Vwa2	-1.455928863076	-1.32486189952656	0.131066963549431	2.97161016731514	10.2585069294246	0.000177032512138135	0.0277328663389594	-1.455928863076	1
ENSMUSG00000032291	Crabp1	-0.238681846648489	-0.789016357124172	-0.550334510475683	8.21825851219893	10.5539384997664	0.0001772226177459	0.0277328663389594	-0.789016357124172	1
ENSMUSG00000012350	Ehf	-6.85802905947268	-6.82357213297656	0.0344569264961203	-1.28340394954289	10.4187581216063	0.000178324182919238	0.0277328663389594	-6.85802905947268	1
ENSMUSG00000071042	Rasgrp3	-0.878747715194895	-1.27036436044564	-0.391616645250741	4.2627945659928	10.3443407957475	0.000189328983703245	0.0288446948198411	-1.27036436044564	1
ENSMUSG00000029201	Ugdh	0.606635004353491	0.168981917721281	-0.43765308663221	5.1782490605088	10.0491411249317	0.000189473330870753	0.0288446948198411	0.606635004353491	1
ENSMUSG00000026209	Dnpep	0.494599320885153	0.403669790751648	-0.0909295301335049	6.64537917759993	10.0354874966815	0.000191380377126595	0.0288446948198411	0.494599320885153	0
ENSMUSG00000051065	Mb21d2	-0.760832365011534	-0.589319391518521	0.171512973493013	4.08874005874581	10.0241891081162	0.000192973494210299	0.0288446948198411	-0.760832365011534	1
ENSMUSG00000027332	Ivd	0.321297899879253	0.595162125040469	0.273864225161216	5.11343085671826	10.0212655692623	0.000193387958294265	0.0288446948198411	0.595162125040469	1
ENSMUSG00000072692	Rpl37rt	-0.19545315669305	-0.437124987493147	-0.241671830800097	5.50143041508569	10.0162582480569	0.000194099980095631	0.0288446948198411	-0.437124987493147	0
ENSMUSG00000008035	Mid1ip1	-0.681814250295497	-1.18691338655867	-0.505099136263176	3.00148131419606	9.95071701219067	0.000203674226987582	0.0300377421815903	-1.18691338655867	1
ENSMUSG00000036180	Gatad2a	-0.345579985747813	-0.262944585068795	0.0826354006790182	6.77526403986137	9.94007953200067	0.000205273717496769	0.0300377421815903	-0.345579985747813	0
ENSMUSG00000028289	Epha7	1.06078257625236	1.66806147840026	0.607278902147903	5.58373207000059	10.4337109343643	0.000206619899364942	0.0300377421815903	1.66806147840026	1
ENSMUSG00000030417	Pdcd5	-0.242006029056071	-0.387404882153517	-0.145398853097446	8.9934823171489	9.92016843248398	0.000208302700822676	0.0300645236252125	-0.387404882153517	0
ENSMUSG00000030351	Tspan11	-2.35946448794401	-3.31347004273433	-0.954005554790318	1.22542918296836	10.1333831382288	0.000211386398728252	0.0302916709377586	-3.31347004273433	1
ENSMUSG00000030314	Atg7	0.649682326080545	0.625285572291442	-0.0243967537891028	3.84924455750214	9.8488999054966	0.000219529412404002	0.0312354544088588	0.649682326080545	1
ENSMUSG00000020218	Wif1	-1.94112961488538	-4.29473862703702	-2.35360901215164	0.354144810042521	9.84244373756504	0.000223316020492749	0.0313748096043083	-4.29473862703702	1
ENSMUSG00000001435	Col18a1	0.433725725107394	1.0091679582888	0.575442233181405	6.10320624419745	10.2278361690166	0.000223636615163797	0.0313748096043083	1.0091679582888	1
ENSMUSG00000030541	Idh2	0.354476384334457	0.23740953360643	-0.117066850728028	8.25398329320548	9.78716649600072	0.000229760536750754	0.0320101103353724	0.354476384334457	0
ENSMUSG00000078190	Dnm3os	2.37158229436692	3.05622229007833	0.684639995711407	0.786233908503728	9.73450619658152	0.00023887816394812	0.0330508532767392	3.05622229007833	1
ENSMUSG00000009376	Met	-0.787576730718409	-1.48491921841195	-0.697342487693546	4.32571039566211	10.0780936434698	0.000245970474102187	0.0337086955363432	-1.48491921841195	1
ENSMUSG00000026509	Capn2	-0.53053497753539	-0.818089998139658	-0.287555020604268	5.76156086747423	9.90541820520891	0.000246993233169298	0.0337086955363432	-0.818089998139658	1
ENSMUSG00000025491	Ifitm1	-0.494084884809118	-1.04746756594961	-0.553382681140487	8.53528232726797	10.1439862561739	0.000249854750604158	0.0338688243690583	-1.04746756594961	1
ENSMUSG00000024002	Brd4	-0.421233759441692	-0.211099310377568	0.210134449064124	6.63843934839191	9.64786886020526	0.000254703016222247	0.0342541741173463	-0.421233759441692	0
ENSMUSG00000032024	Clmp	1.01892200359804	1.26616666392695	0.247244660328914	3.56810748615834	9.68366204471394	0.000258090009206264	0.0342541741173463	1.26616666392695	1
ENSMUSG00000038366	Lasp1	-0.108549148122562	-0.624838985713721	-0.516289837591159	4.56725204970442	9.62576982695045	0.000258910844142014	0.0342541741173463	-0.624838985713721	1
ENSMUSG00000051413	Plagl2	-0.509820052389329	-0.606352255908562	-0.0965322035192324	4.89194630789771	9.62195109026416	0.00025964522919409	0.0342541741173463	-0.606352255908562	1
ENSMUSG00000027380	Acoxl	2.22828619697433	2.77309881244127	0.544812615466947	0.592251258652104	9.61239061498186	0.000261493295296825	0.0342541741173463	2.77309881244127	1
ENSMUSG00000037034	Pax1	2.34959617847236	2.80766420459903	0.458068026126665	4.49495696649771	10.0759616706197	0.000263904301317516	0.0342541741173463	2.80766420459903	1
