seqnames	start	end	width	strand	nWindows	logFC.stage18.IIvsI.up	logFC.stage18.IIvsI.down	logFC.stage18.IIIvsI.up	logFC.stage18.IIIvsI.down	logFC.stage18.IIIvsII.up	logFC.stage18.IIIvsII.down	PValue	FDR	best	logFC.stage18.IIvsI	logFC.stage18.IIIvsI	logFC.stage18.IIIvsII	logCPM
chr1	16237201	16237400	200	*	2	2	0	2	0	0	0	0.0513396091858816	0.744868772087463	5436	4.19899271878205	4.05416487826204	-0.144827840520011	-1.70454900678565
chr1	16519451	16520550	1100	*	18	0	7	4	2	7	0	0.00604806089360979	0.4176181216318	5615	-0.638292045753345	1.63531122413355	2.27360326988689	-0.5047846713139
chr1	17053651	17054250	600	*	6	1	3	1	3	0	2	0.0606181036576323	0.772325405011799	5785	-1.23901307489747	-1.7168490652233	-0.47783599032583	-1.65439315065625
chr1	17449951	17450850	900	*	16	0	2	0	16	0	12	0.00222156939028915	0.301586876937615	5902	-0.327768911727057	-1.35374829688243	-1.02597938515537	0.395337783562493
chr1	17450751	17451600	850	*	15	2	4	0	10	0	5	0.0880205293535804	0.834564901388662	5914	-0.270384087239797	-0.876552601615539	-0.606168514375742	0.215354714428674
chr1	19236301	19237250	950	*	17	4	4	0	5	0	5	0.0759790237848738	0.807436301415023	6343	-1.45018993888345	-1.50288217104838	-0.0526922321649311	-1.4254027081413
chr1	19887551	19887950	400	*	6	0	5	0	6	0	4	0.0313787415350298	0.66794680248981	6457	-0.895646995007964	-2.27175030574278	-1.37610331073482	-1.63975329951168
chr1	19893301	19893700	400	*	6	0	6	0	6	0	0	0.0750227777787194	0.804906592225558	6459	-1.29820191424194	-0.997895101039262	0.300306813202679	-1.31624280260034
chr1	19932801	19933250	450	*	7	0	5	0	6	0	3	0.0337980435518143	0.681315565552502	6482	-0.677863958854437	-1.21032125328823	-0.532457294433793	-0.720376124267554
chr1	20302451	20303300	850	*	15	0	13	0	14	5	5	0.0376670799552498	0.696277921331362	6550	-1.38369177448573	-1.8137472197292	-0.430055445243464	-1.50928174511448
chr1	20791551	20791700	150	*	1	1	0	1	0	1	0	0.0482525753670042	0.732758001733741	6655	0.597550109976216	1.75982264146605	1.16227253148984	-1.70325759603383
chr1	20845651	20846000	350	*	5	0	5	0	4	2	0	0.0156009304798811	0.563922126094171	6715	-2.66317875401713	-1.40028283683345	1.26289591718368	-1.68049455784016
chr1	21010201	21011000	800	*	14	0	6	0	11	0	2	0.0176709483977762	0.583498733890768	6956	-1.58985119919669	-1.53017140608985	0.0596797931068433	-1.35772845447306
chr1	21028101	21028250	150	*	1	0	1	0	1	0	0	0.0731775576402456	0.801842703913868	6985	-1.35186902515002	-1.82361256284306	-0.471743537693041	-1.69250662358826
chr1	21075801	21076500	700	*	12	1	0	0	9	0	11	0.0108637124270281	0.504620808506932	7084	0.0970706350333539	-1.57042702836342	-1.66749766339678	-0.795598321231526
chr1	21206251	21206700	450	*	7	0	5	0	2	3	0	0.0509893692843506	0.744100159845243	7207	-2.07089244281531	-0.435601850516318	1.63529059229899	-1.5547176264103
chr1	21252351	21253000	650	*	9	0	9	0	9	2	0	0.0414166832426541	0.709359677992881	7247	-1.70001642883509	-1.32228288979245	0.377733539042634	-1.69517337494978
chr1	21271301	21272500	1200	*	22	0	7	0	12	0	7	0.000513501105632474	0.160990254698735	7277	-0.142814339394586	-3.70952972123214	-3.56671538183756	-1.25902370226234
chr1	22377801	22378500	700	*	12	0	0	0	10	0	10	0.0959482894791577	0.851926010334095	7404	-0.206489506809763	-2.04340666151317	-1.83691715470341	-1.69040381345165
chr1	22533051	22534350	1300	*	24	1	9	1	8	0	3	0.0058295316466116	0.410299429601842	7429	-0.676339042782538	-1.61790912921702	-0.941570086434482	-0.0279505051364884
chr1	23061901	23062550	650	*	11	0	2	0	2	0	0	0.0788616742943749	0.814906081994027	7514	-1.61653564177519	-1.42692266017804	0.189612981597146	-1.56390300909322
chr1	23065051	23065650	600	*	10	0	0	0	7	0	7	0.0730125062908617	0.801842703913868	7529	0.10034904978993	-1.02684285349354	-1.12719190328347	-0.749558368106268
chr1	23417401	23417900	500	*	8	0	6	0	5	4	0	0.0845112213634597	0.827824257788058	7640	-2.79477398753091	-1.57037199242812	1.22440199510279	-1.58576356198541
chr1	24225951	24226600	650	*	11	6	1	0	2	0	7	0.0816246061243867	0.820830732962347	7971	0.885680634620473	-0.737714232025237	-1.62339486664571	-1.13310418618729
chr1	24633551	24634100	550	*	9	0	5	4	0	7	0	0.0436250480081969	0.72007774946685	8094	-0.544445957956722	0.840419967217656	1.38486592517438	-0.945097053872394
chr1	24702501	24703550	1050	*	19	0	4	0	18	2	14	0.00811696441881554	0.462175100981022	8155	-0.418427039070631	-1.09170811229599	-0.673281073225362	0.4978417517433
chr1	25830151	25831450	1300	*	24	2	6	1	12	0	4	0.058605048784267	0.766380069115908	8250	-0.918073916716254	-0.902923552448515	0.0151503642677384	-0.465575005576741
chr1	28563901	28564300	400	*	6	6	0	6	0	4	0	0.0698773399254876	0.795107603632083	8264	1.14610177721493	1.8078134922394	0.661711715024465	-1.19116838057029
chr1	29442451	29442800	350	*	5	0	5	0	5	0	0	0.0122609330130763	0.525645320826656	8290	-1.87934736082581	-1.6105954220615	0.268751938764302	-1.47012257646866
chr1	30150701	30151500	800	*	14	0	10	0	14	0	1	0.0254244454151878	0.636350902827358	8303	-0.619939947459459	-1.0318498513548	-0.411909903895344	0.0672776856838423
chr1	30414901	30415550	650	*	11	7	0	11	0	11	0	0.0379955999255839	0.697497259454765	8332	0.903634770151586	2.05954893290986	1.15591416275827	-1.10684167587693
chr1	30787201	30787700	500	*	8	0	8	0	8	2	1	0.0298169392693797	0.661397827726092	8376	-2.02297457816351	-1.25747883021557	0.765495747947946	-1.33457476885254
chr1	30935651	30935950	300	*	4	0	4	0	4	3	0	0.0388131770265431	0.701030605503612	8469	-3.46307441476821	-0.762005686281007	2.7010687284872	-1.56566266712978
chr1	30948401	30949600	1200	*	22	4	6	3	4	7	4	0.037312569408176	0.695042077487938	8515	-1.01740219016213	0.0675012871993165	1.08490347736145	0.288099085901749
chr1	30949501	30950700	1200	*	22	2	2	0	2	2	3	0.0123976981157395	0.526935693684728	8516	-1.15005940887727	-0.0082438606837676	1.14181554819351	0.28543625325587
chr1	33578551	33579200	650	*	11	0	5	0	9	0	8	0.0621287768941598	0.77784512042939	8639	-0.408616866606727	-1.30454824036018	-0.895931373753449	-0.671075565531174
chr1	33714501	33715250	750	*	11	0	10	0	9	1	1	0.0193747240531442	0.596759250287538	8732	-1.31278409445896	-1.89021390710855	-0.577429812649593	-1.6585472149458
chr1	33897801	33898500	700	*	12	5	3	6	3	3	0	0.0535295226138737	0.751276429002879	8974	3.96101303227607	4.39295963463221	0.431946602356143	-1.42925170919454
chr1	33906851	33908000	1150	*	21	0	4	0	5	0	2	0.0252484437248919	0.636089344088231	9005	-0.705267128842414	-1.2551162735886	-0.549849144746187	-0.257871651444887
chr1	34004751	34006300	1550	*	29	0	3	0	10	1	12	0.000209994563939858	0.108230480355136	9199	-0.432858835525436	-1.69720570973038	-1.26434687420494	-0.139917407382913
chr1	34032851	34033700	850	*	15	0	11	0	12	3	2	0.0197150558240252	0.599771871114546	9328	-0.808000906250791	-1.39109534505751	-0.583094438806723	-0.478038328984676
chr1	34121201	34121650	450	*	4	0	1	3	0	3	0	0.0129947801766355	0.534489334837323	9528	-0.511952483849757	1.20059852687931	1.71255101072907	-1.56814282925715
chr1	34402101	34402900	800	*	14	7	1	0	8	0	10	0.0856851656578099	0.82949618754941	9715	1.08871703458215	-0.450099848785981	-1.53881688336813	-1.23729636059739
chr1	34484451	34484600	150	*	1	1	0	1	0	0	0	0.0483734957217336	0.733536933425629	9961	3.36492955133754	3.39977152196999	0.034841970632454	-1.65946121140036
chr1	34604051	34604300	250	*	3	3	0	3	0	3	0	0.0446813580904547	0.721140898605777	10152	1.56076209592714	2.35279861613213	0.79203652020499	-1.61906417537068
chr1	34811051	34812100	1050	*	19	13	0	12	0	4	0	0.0283240691158292	0.65387405830134	10439	1.04057774443217	1.41873742583711	0.378159681404941	-0.526433535368117
chr1	34812001	34813050	1050	*	19	10	1	11	0	6	4	0.011327966629205	0.513533497156837	10445	2.34032509052041	2.96538812546486	0.625063034944455	-1.15510629132906
chr1	34891451	34892800	1350	*	23	0	10	5	0	17	0	0.0661591348264215	0.787822247594754	10574	-1.12973625161928	1.19294743223003	2.32268368384932	-1.1811213251452
chr1	34981951	34982600	650	*	11	0	3	2	7	1	6	0.0259818336642733	0.638522825141442	10601	-0.560898560851597	-1.51981756069212	-0.958918999840525	-0.845137697603464
chr1	35347951	35348850	900	*	16	0	12	0	11	4	2	0.0382625372997697	0.698293325065176	10688	-1.61090116190917	-1.24487460745236	0.36602655445682	-0.834841444331386
chr1	35726601	35727050	450	*	7	0	6	4	0	7	0	0.00610859363989025	0.419202806383039	10831	-1.24715570800039	0.590859700215981	1.83801540821637	-0.660288050807431
chr1	35783351	35783750	400	*	6	0	4	0	6	0	2	0.0654100208363589	0.786129621183038	10845	-1.75201026159963	-1.26443627683919	0.487573984760436	-1.36106758936925
chr1	35811251	35812050	800	*	14	2	4	0	6	0	3	0.0382611957691399	0.698293325065176	10930	-0.563467829819457	-1.15349715978119	-0.590029329961733	-0.140286546545133
chr1	35822201	35823250	1050	*	19	6	2	0	12	0	19	0.0205643970320538	0.607273800085175	10963	-0.552834827594831	-1.80479784976424	-1.25196302216941	-1.03819444113644
chr1	35823651	35825000	1350	*	24	0	14	0	17	0	8	2.61038889951287e-05	0.0355384922137539	10982	-0.81216279492947	-1.57755337029258	-0.765390575363113	0.491379505999152
chr1	35824901	35826200	1300	*	19	2	8	2	9	2	3	0.0769764685468828	0.810088715274842	10999	-0.853533420517397	-2.06617366157743	-1.21264024106003	-1.29515569991739
chr1	35992301	35992750	450	*	6	0	2	0	6	0	6	0.0126438815759909	0.529560426848636	11134	-0.628910010077188	-2.45752608666189	-1.8286160765847	-1.65191199369802
chr1	36030201	36031100	900	*	16	1	6	0	6	1	4	0.0605802634680246	0.772138755330854	11200	0.479478930728961	-2.98175339204323	-3.46123232277219	-1.57744453549132
chr1	36122601	36123350	750	*	13	6	4	6	3	3	1	0.012807699683382	0.531986799204705	11459	9.88214592400431	10.3024660476714	0.420320123667109	-1.67500326906326
chr1	36162751	36163050	300	*	4	2	0	4	0	4	0	0.00968930085223358	0.486075151076905	11547	0.711540990489476	2.26636282854212	1.55482183805264	-1.61438313425555
chr1	36251551	36252550	1000	*	12	8	0	7	0	1	1	0.00700682364918584	0.439000976424983	11571	3.00962749679357	2.8634438283017	-0.146183668491874	-1.42544627238539
chr1	36254451	36255400	950	*	17	1	13	0	0	8	1	0.0134219207554761	0.540588043518363	11615	-2.15004526288843	0.134003871942626	2.28404913483105	-1.15572615260539
chr1	36270151	36271350	1200	*	22	10	0	16	0	16	1	0.0599072841061447	0.770665219618022	11665	1.90189414684308	2.76622237485091	0.864328228007826	-1.48559651427042
chr1	36314951	36315450	500	*	8	0	6	0	4	8	0	0.0188760759583172	0.592970378719055	11867	-1.84387795842186	-0.90730253494206	0.9365754234798	-1.01917789114286
chr1	36514951	36515300	350	*	5	4	0	5	0	4	0	0.0915461653654885	0.840724180147787	12218	0.808080825686086	1.7440097647492	0.935928939063115	-1.62801283298317
chr1	36520951	36521650	700	*	12	11	0	12	0	8	0	0.0197566059387871	0.600135230635102	12236	0.788970540546988	2.12831322482113	1.33934268427414	-1.64993106929857
chr1	36533451	36534800	1350	*	25	3	7	14	0	23	0	0.0041595314913119	0.367682594263455	12311	1.37013541760139	2.52228500336501	1.15214958576362	-1.24445920684541
chr1	36534701	36536050	1350	*	25	12	1	13	2	8	2	0.000331784014766823	0.135616519946096	12312	1.485703080283	2.8534635931732	1.3677605128902	-1.26215270848989
chr1	36544151	36544450	300	*	2	0	0	2	0	2	0	0.0690432124581784	0.794455269156714	12350	0.0322657722728729	1.33501169633704	1.30274592406417	-1.67368804920102
chr1	36546901	36548400	1500	*	28	0	0	2	5	0	4	0.0479394912830913	0.73210541909015	12386	-0.149849843557518	0.311876841754213	0.461726685311731	2.68533911171672
chr1	36553001	36554400	1400	*	26	7	1	11	0	4	1	0.0858498442765981	0.829714397809485	12500	4.39376563513569	4.69810771584022	0.30434208070453	-1.49746894829329
chr1	36554301	36555850	1550	*	29	0	5	12	0	15	1	0.09174859010999	0.840995783589314	12518	0.0899837767319465	1.37643342698643	1.28644965025449	-0.930392290067526
chr1	36562651	36563750	1100	*	20	5	0	17	0	10	0	0.0312537923583341	0.667516838556645	12674	-0.237941949963992	0.82814019173961	1.0660821417036	-0.189410424738385
chr1	36579851	36581300	1450	*	27	0	0	0	12	0	4	0.0230409600756902	0.62385404687663	12797	-0.266686680237761	-0.586408682340838	-0.319722002103077	1.98337241117757
chr1	36612101	36613050	950	*	17	7	8	8	7	4	3	0.0139665457869141	0.54864991362055	13019	-1.03657958905011	-2.56377159408808	-1.52719200503796	-1.70713071305816
chr1	36635101	36635950	850	*	12	9	0	10	0	1	2	0.00258662029497965	0.314741450540917	13091	6.94259503142342	6.24176917539093	-0.700825856032488	-1.59360514763506
chr1	36644301	36644700	400	*	6	0	2	3	0	4	0	0.0387639906103913	0.700881624688188	13108	-0.519076187912364	1.20779931884711	1.72687550675947	-1.68129864626127
chr1	36696501	36697850	1350	*	25	3	3	5	5	4	6	0.0549358144717124	0.755215746475647	13293	-1.10496416779776	0.771141872041756	1.87610603983952	-1.0599200915546
chr1	36758801	36759150	350	*	5	4	0	1	3	0	3	0.0957409898160355	0.85146672374607	13473	0.851355899621052	-0.723684062733047	-1.5750399623541	-1.59195976154243
chr1	36770501	36771800	1300	*	24	11	0	16	0	8	0	0.0286056056365373	0.654729279800055	13521	0.0575836380602898	1.58752620183834	1.52994256377806	-1.26127870160072
chr1	37041051	37041450	400	*	6	0	6	0	5	1	0	0.0780322508275847	0.813732105200403	13824	-1.34223417400602	-1.08081195358531	0.261422220420708	-1.29656238726456
chr1	37324501	37325050	550	*	9	5	0	9	0	6	0	0.0361762306320705	0.691556577008296	14084	0.566368017616185	1.42951773338247	0.863149715766282	-0.932558201662713
chr1	37335301	37336550	1250	*	23	0	10	0	13	0	8	0.00289439371656255	0.327915823385399	14095	-0.632396840428129	-2.00315007307378	-1.37075323264565	-0.876600147006038
chr1	37349551	37350050	500	*	8	0	7	0	7	1	3	0.0790960768335847	0.815065671943526	14168	-0.954079888050222	-1.58468542511223	-0.630605537062013	-1.19488790630724
chr1	37534201	37535000	800	*	13	0	13	0	13	3	8	4.91651445595462e-05	0.0515194100575158	14371	-1.10943097085983	-1.80254897031701	-0.693117999457185	-0.41372563573777
chr1	37543851	37544950	1100	*	20	0	6	0	16	0	6	0.0411550580576603	0.709022588005932	14423	-0.678196536382448	-1.2383947252089	-0.56019818882645	-0.44477466868511
chr1	37628451	37629400	950	*	16	0	10	0	6	5	1	0.0195817583828707	0.598124103371088	14501	-1.27808915967953	-1.39837012187984	-0.120280962200308	-0.800267645041854
chr1	37869751	37870000	250	*	3	2	0	3	0	3	0	0.0577689014609024	0.764742426421521	14729	1.04242586691321	1.8584100274564	0.815984160543189	-1.43840663236436
chr1	37903151	37903600	450	*	7	0	7	0	5	1	0	0.0881965892880658	0.834893403734896	14798	-0.858563892728407	-1.2565017261203	-0.397937833391892	-1.02952086042306
chr1	38128351	38129450	1100	*	20	8	1	11	0	6	0	0.0492298338180121	0.73720306638174	14903	1.44983498983537	2.19538860112135	0.745553611285976	-0.830974766866661
chr1	38217251	38218750	1500	*	24	5	0	5	11	0	16	0.00428903781776652	0.370692968177355	15094	-0.117727784310908	-1.64435544600522	-1.52662766169432	-0.198398103469278
chr1	38308551	38309400	850	*	13	11	0	8	1	0	3	0.0205330202460461	0.606868330523353	15170	2.00912193740975	-0.76437290872407	-2.77349484613382	-1.65721991275266
chr1	38383851	38384850	1000	*	18	0	6	0	16	0	12	0.0397660161091091	0.705169983523982	15198	-0.642046794555136	-1.36298206970739	-0.720935275152249	-0.803630520269335
chr1	38512051	38513050	1000	*	18	3	7	0	14	0	11	0.0479267560166734	0.73210541909015	15495	-0.426451010532391	-1.08619216971944	-0.659741159187052	-0.331769092035707
chr1	38537001	38537500	500	*	7	5	0	4	0	0	3	0.0750105414576105	0.804906592225558	15506	3.13296749756456	2.41667200312682	-0.716295494437746	-1.63167948367473
chr1	38594701	38595250	550	*	9	0	3	0	5	1	2	0.0337727272512062	0.681290201197153	15644	-0.271722436991282	-1.85369372795789	-1.58197129096661	-1.19056753616881
chr1	38886901	38887800	900	*	13	10	3	10	2	11	0	0.0954415934159043	0.850799152162328	16110	2.02424931823518	2.75046705240611	0.726217734170931	-1.57904881409706
chr1	38897051	38898400	1350	*	25	1	7	5	0	12	1	0.0350591448241655	0.687196598939241	16162	0.186183122999209	1.11665851164639	0.930475388647178	-0.255750231022388
chr1	38914451	38914900	450	*	7	1	4	0	6	0	2	0.0824592256499372	0.82354380369624	16185	0.97625790435292	-0.93726092338151	-1.91351882773443	-1.67611714156783
chr1	39001001	39001900	900	*	16	0	0	0	9	0	8	0.0723486598505313	0.800576470490533	16248	0.191061355807199	-1.65016380068137	-1.84122515648857	-1.11704776702801
chr1	39064051	39064450	400	*	6	0	6	0	6	0	0	0.0581362330155335	0.765269343328417	16325	-1.03837710069142	-1.34297025158862	-0.304593150897201	-1.27214494408648
chr1	39069001	39069850	850	*	15	4	8	4	0	8	0	0.0334631301917733	0.678926152697465	16342	-1.52330521164087	-0.310608022045717	1.21269718959515	-0.802311676069205
chr1	39089751	39090300	550	*	9	0	9	0	9	0	6	0.00869848582687069	0.470433812308968	16370	-1.43839487711154	-1.94167258050432	-0.503277703392779	-1.41707845929612
chr1	39206601	39207300	700	*	12	0	4	4	4	6	2	0.0401147872850396	0.706394470869418	16524	-0.684087867064912	-2.25735411340251	-1.5732662463376	-1.39268557925847
chr1	39330901	39331550	650	*	11	6	1	8	1	5	2	0.0678760080423857	0.791602756568875	16586	0.683461643145797	1.73263405695908	1.04917241381328	-1.42822382464804
