seqnames	start	end	width	strand	nWindows	logFC.stage21.IIvsI.up	logFC.stage21.IIvsI.down	logFC.stage21.IIIvsI.up	logFC.stage21.IIIvsI.down	logFC.stage21.IIIvsII.up	logFC.stage21.IIIvsII.down	PValue	FDR	best	logFC.stage21.IIvsI	logFC.stage21.IIIvsI	logFC.stage21.IIIvsII	logCPM
chr1	10007051	10007600	550	*	7	0	4	6	0	7	0	0.0623194569724967	0.864864293249373	2027	-1.62852593168088	0.964794845179468	2.59332077686035	-1.07928946679066
chr1	10084201	10084750	550	*	9	0	4	9	0	9	0	0.00823414588925823	0.658277267001512	2109	-1.30916834941989	1.59364030813943	2.90280865755932	-1.67179823088794
chr1	10285101	10286400	1300	*	23	11	3	16	1	10	0	0.0774451528776976	0.885835571323603	2231	2.07748642820465	2.21384381406965	0.136357385865008	-0.909928281300708
chr1	10719801	10720750	950	*	13	2	5	0	4	0	6	0.0841021766337965	0.891938675822471	2309	-1.08513610666524	-5.95854166988399	-4.87340556321875	-1.46280776569192
chr1	10877451	10877950	500	*	5	3	1	4	0	4	0	0.0791924329849406	0.887686901673255	2326	0.844082472165222	2.39788024513652	1.55379777297129	-1.60276870136768
chr1	11006201	11006500	300	*	4	0	2	3	0	4	0	0.0620438256265597	0.864505019313475	2382	-1.4871741635712	0.880445687856721	2.36761985142792	-1.54603334052631
chr1	11089551	11090000	450	*	7	1	4	2	0	4	0	0.0915925734882375	0.902258862163273	2413	-2.00032711802417	0.425970326274583	2.42629744429875	-1.47003083108543
chr1	11340651	11341200	550	*	9	0	1	0	8	0	6	0.07635444655976	0.88505259492727	2489	-0.037153109323526	-5.92257253992074	-5.88541943059722	-1.36424626223168
chr1	12436251	12436600	350	*	5	4	0	2	2	0	5	0.0453876987988316	0.835839205680056	2569	2.0958577351545	-0.49342730562213	-2.58928504077663	-1.40879285326878
chr1	12636601	12637200	600	*	10	0	8	0	10	0	9	0.0529731738819046	0.851294132756499	2632	-1.42055164152667	-2.20477491324339	-0.78422327171672	-1.33223554865921
chr1	12753301	12754250	950	*	15	11	0	14	0	8	0	0.0509569396909643	0.846635931607959	2804	6.92716441635389	8.12452374858675	1.19735933223286	-1.58749258990791
chr1	12754151	12755100	950	*	15	0	5	3	4	8	5	0.0300210184835951	0.792160208891652	2814	-1.18327357843198	0.483095366631001	1.66636894506298	-0.75550739927643
chr1	12776701	12777000	300	*	4	3	0	4	0	4	0	0.00621743575393614	0.643661646826889	2829	0.184059069520541	2.38445036678383	2.20039129726329	-1.47446936704917
chr1	12785201	12786100	900	*	16	0	12	0	13	6	0	0.0358490827970727	0.809073616939502	2841	-2.12430259056888	-1.371037402199	0.753265188369877	-1.16582643454688
chr1	13103351	13104500	1150	*	21	8	4	10	3	5	9	0.0708102312702569	0.877003250777786	3159	3.17740151570629	0.604402930700932	-2.57299858500536	-1.26446029747385
chr1	13214451	13215650	1200	*	18	1	8	0	18	0	16	0.0688086951862242	0.873576773571624	3339	-1.18960095008544	-2.45976588344977	-1.27016493336432	-1.3026861027312
chr1	13257151	13257800	650	*	11	0	1	0	11	0	10	0.0400970670976053	0.824096388539737	3412	0.0933108562313836	-5.85329631554924	-5.94660717178063	-1.36669454190685
chr1	13259501	13259850	350	*	5	2	2	5	0	5	0	0.041476536416909	0.827728925571385	3422	-0.66068175658216	1.88653475302136	2.54721650960352	-1.56468929014684
chr1	13289951	13290600	650	*	11	11	0	9	0	7	2	0.0374554201983091	0.816298759832999	3430	3.15434386353538	3.98142494938749	0.82708108585211	-1.61314831996943
chr1	13331851	13332950	1100	*	16	16	0	16	0	9	1	0.0976351294524157	0.906179157091209	3489	5.32845025402967	5.10345119615057	-0.224999057879097	-1.64192543405611
chr1	13643101	13643400	300	*	4	0	2	0	4	0	3	0.0321298974032933	0.795611637455203	3707	-0.937461946288925	-6.12577508440338	-5.18831313811445	-1.39767710786083
chr1	13739551	13739850	300	*	4	4	0	3	0	0	1	0.0514350575636484	0.847952271061124	3779	5.28663010186372	5.43627290684444	0.149642804980721	-1.62593072665153
chr1	14011651	14012350	700	*	11	6	2	11	0	9	0	0.016076853936982	0.723376258063332	3981	-1.30000047227314	2.0181226536802	3.31812312595334	-1.69745915331354
chr1	14167201	14167400	200	*	2	0	2	0	2	0	2	0.0722811535390583	0.877582475979738	4168	-1.58388002047992	-2.57873799384641	-0.994857973366495	-1.69433371789633
chr1	14183901	14184600	700	*	12	2	4	9	0	12	0	0.0653031632436889	0.871381198449474	4195	1.12335405244795	2.81457344018983	1.69121938774188	-1.46970166390052
chr1	14303251	14303750	500	*	8	0	7	0	8	0	7	0.0482692257199322	0.841934242007676	4308	-1.11609788155373	-3.2215041056115	-2.10540622405777	-1.22053127221026
chr1	14344951	14345450	500	*	8	8	0	6	1	2	3	0.0349443456468588	0.806000166246697	4387	3.02670680934209	1.65996925545998	-1.3667375538821	-1.30636054479179
chr1	15446551	15447300	750	*	13	5	0	7	0	7	0	0.0573431571027197	0.85925139500465	4931	4.6311521552759	5.60743238245629	0.976280227180391	-1.44562541130401
chr1	15485901	15486300	400	*	6	0	6	0	2	3	0	0.021226869600256	0.75224838309608	4964	-3.90088285384247	-0.165123179827797	3.73575967401467	-1.37355921796554
chr1	15649851	15650000	150	*	1	1	0	1	0	0	0	0.0602609621811017	0.863848723247583	4997	4.21173239507088	4.40987879650292	0.198146401432032	-1.70837096413467
chr1	16070151	16070450	300	*	4	4	0	4	0	4	0	0.00124028571956279	0.478675538388676	5142	4.76884995393429	6.7142826956958	1.94543274176151	-1.65932708769798
chr1	16103651	16104750	1100	*	20	6	1	7	0	2	3	0.0476897788401536	0.841845092999259	5216	7.03157728996264	6.39914161932439	-0.632435670638245	-1.63451840640142
chr1	16153201	16153400	200	*	2	2	0	2	0	0	1	0.0552271828302734	0.856279090365459	5330	4.6632160550483	3.25161442971006	-1.41160162533824	-1.64711707137438
chr1	16212201	16212900	700	*	11	0	3	11	0	11	0	0.0293333612867387	0.788923848971435	5372	-0.895663356829364	2.07399761540301	2.96966097223237	-1.60532605618473
chr1	16293201	16294250	1050	*	19	8	0	10	1	8	3	0.0260636462007033	0.775672102715067	5527	-0.361427308725298	0.569807529563664	0.931234838288961	1.27809558902646
chr1	16518401	16519550	1150	*	21	0	3	0	13	0	14	0.0823051188479307	0.891851513487097	5606	-0.15947929466058	-1.58788228808333	-1.42840299342275	0.396129647493712
chr1	16656901	16657700	800	*	14	0	0	8	1	7	1	0.0309076890007967	0.793019230394131	5689	0.020515596498317	1.01981653891125	0.99930094241293	0.680397620422872
chr1	16723651	16724100	450	*	7	6	0	5	1	2	3	0.0995419089951097	0.907419859430896	5759	5.9648777797718	5.06700924385109	-0.897868535920708	-1.70337463001423
chr1	17096501	17097550	1050	*	19	1	6	1	7	3	1	0.0530572501917045	0.851410285661278	5806	-1.16981462095161	-1.42919199293447	-0.259377371982858	-0.0122699614815261
chr1	17163551	17163950	400	*	6	0	6	1	0	6	0	8.05477079402305e-05	0.253214168192251	5859	-3.21558326273101	0.294644653098319	3.51022791582933	-1.1456013599715
chr1	17569851	17570750	900	*	16	6	3	11	1	5	0	0.0292477318596809	0.788287163494297	5938	5.34333436779965	5.58878703528635	0.245452667486708	-1.44629535912865
chr1	18639451	18639900	450	*	7	7	0	7	0	1	5	0.0122364964813289	0.692459175431507	6068	5.47819616914536	4.4435344593131	-1.03466170983226	-1.50536918733731
chr1	18980951	18981300	350	*	5	0	5	1	0	5	0	0.0516201785571777	0.848374456971517	6073	-2.34593877524223	0.14699742929198	2.49293620453421	-1.50042641815048
chr1	20366701	20367100	400	*	6	0	6	0	0	6	0	0.00615488218862036	0.643661646826889	6567	-3.09837720291883	-0.37909440571614	2.71928279720269	-1.64142313200206
chr1	20554401	20554750	350	*	5	0	0	5	0	5	0	0.0182450392652236	0.739386051203144	6598	0.408394136672132	2.28809180827477	1.87969767160264	-1.30784288611648
chr1	21124751	21125400	650	*	11	0	9	0	11	0	7	0.0706279584081175	0.876995714823751	7168	-1.43630061621801	-2.20809302196854	-0.771792405750531	-1.24126370354278
chr1	21161651	21162150	500	*	8	0	6	8	0	8	0	0.00820514880702393	0.658277267001512	7183	-1.03755910839011	0.764168593305545	1.80172770169565	-0.863431315458146
chr1	21271301	21272500	1200	*	22	8	0	4	10	0	10	0.088520746660643	0.898456847085269	7270	3.70273524244428	3.90444204681845	0.201706804374174	-0.872946848029847
chr1	22375601	22376000	400	*	6	0	6	0	6	4	1	0.0301575295829321	0.792772946508166	7403	-3.23860110254253	-0.602131841378047	2.63646926116448	-1.45030789921449
chr1	22805051	22806050	1000	*	18	4	0	2	11	0	15	0.0667560240618946	0.872467313431864	7458	-0.241268121083931	-5.83937717193845	-5.59810905085452	-0.898887438062767
chr1	23112651	23112900	250	*	3	0	3	0	3	2	0	0.0893725498601022	0.899361114346753	7537	-1.69239841005253	-0.547193455944862	1.14520495410767	-1.69405832975229
chr1	23282551	23282950	400	*	6	0	1	6	0	6	0	0.0191681059553652	0.742097617339173	7588	-0.100449047378332	1.43811561876072	1.53856466613905	-1.17261215010361
chr1	23417401	23417900	500	*	8	2	3	8	0	8	0	0.0347973305968544	0.804763983579002	7637	-0.678232546221867	1.9453129268158	2.62354547303766	-1.69223699112059
chr1	24099101	24100300	1200	*	22	0	1	15	4	16	2	0.00509847555486095	0.637866513683801	7844	-0.309919073316774	1.24855041658907	1.55846948990584	0.0847991660517415
chr1	25830151	25831450	1300	*	24	0	9	1	3	7	1	0.023442034767144	0.761958950782844	8247	-1.03094688780656	-0.486999910629436	0.54394697717712	0.445576129261163
chr1	28565151	28566200	1050	*	19	0	17	8	2	15	1	0.0382800588471055	0.819242536789626	8278	-1.573535399061	0.635908661242514	2.20944406030351	-1.51434719361559
chr1	30147501	30148000	500	*	8	0	4	2	4	3	0	0.0611823068135467	0.863848723247583	8292	-2.32057602508421	-1.35296704931229	0.967608975771924	-1.3816792362297
chr1	30502351	30502800	450	*	7	0	7	3	1	6	0	0.0457160589347553	0.836861760767092	8337	-2.20832588737688	0.649241385785402	2.85756727316228	-1.55229854726193
chr1	31096151	31096550	400	*	4	0	4	0	4	2	0	0.0983659503902082	0.906619411205632	8539	-1.67570058047505	-0.681148684873897	0.994551895601149	-1.70334914807434
chr1	32834601	32835300	700	*	12	10	0	8	4	3	5	0.00662167963608355	0.64630547004543	8569	7.3287674662957	2.14690685476163	-5.18186061153407	-1.65980851008457
chr1	33672301	33673000	700	*	10	1	1	8	1	7	1	0.00532672669032989	0.639961182387875	8707	-2.29294704730854	2.00881488745205	4.30176193476059	-1.44444598893132
chr1	33734001	33734300	300	*	4	2	1	4	0	4	0	0.0468698976011236	0.839422989957717	8778	4.34989247544845	5.18455291708042	0.834660441631979	-1.481525053431
chr1	33763151	33763300	150	*	1	1	0	0	0	0	1	0.0771278100419707	0.885777901473548	8892	1.52786573076095	-0.499327841642858	-2.02719357240381	-1.68772028545059
chr1	33766851	33767400	550	*	8	5	0	6	0	3	1	0.0739347432149412	0.878819931974605	8914	3.5614799087706	4.66747594707744	1.10599603830684	-1.61675728948633
chr1	33813301	33814400	1100	*	20	3	0	13	1	14	2	0.00869517911082137	0.662301787764842	8925	0.467278011492233	2.47444733869072	2.00716932719849	-0.979486147647932
chr1	34063851	34064300	450	*	7	0	6	0	6	5	0	0.0151438429722376	0.721318345383704	9395	-3.10497760864023	-1.40766215208931	1.69731545655091	-1.50952047767827
chr1	34142451	34142700	250	*	3	0	2	3	0	3	0	0.0673631245090025	0.872467313431864	9570	-1.51652576701273	0.886046935767713	2.40257270278044	-1.62138443747787
chr1	34164451	34165250	800	*	14	2	8	3	4	7	5	0.0296056157934301	0.790234522932216	9607	-2.75316897662572	0.420705694175261	3.17387467080098	-1.32227030101416
chr1	34182701	34183200	500	*	8	0	8	0	8	0	4	0.096043992795431	0.90447296025657	9615	-1.65413974244978	-2.01776781204237	-0.363628069592588	-1.53148329181619
chr1	34184351	34184700	350	*	5	0	5	0	1	4	0	0.099688784000746	0.907698690953341	9622	-1.66288948533666	-0.455745885248854	1.20714360008781	-1.51266767816636
chr1	34387101	34388000	900	*	16	0	14	1	3	11	0	0.0997911572187175	0.907772646837235	9683	-1.17818002535274	0.265489421814381	1.44366944716712	-0.591319225010535
chr1	34472701	34474050	1350	*	24	21	0	12	6	8	10	0.0509043976954465	0.846635931607959	9934	0.992913872794797	1.74328083345454	0.750366960659742	-0.192686812752864
chr1	34536151	34537050	900	*	16	6	0	4	7	1	8	0.0226430821781048	0.758109103747634	10059	0.281077356062688	-2.49777682804027	-2.77885418410296	-0.328782370628118
chr1	34583851	34584400	550	*	9	9	0	8	0	4	1	0.0182089355887428	0.739386051203144	10128	1.79516216132231	3.03236344451875	1.23720128319644	-1.28617051247093
chr1	34587901	34588050	150	*	1	1	0	1	0	1	0	0.048273049016133	0.841934242007676	10130	1.0855911509862	2.59746214526314	1.51187099427694	-1.69637491827241
chr1	34602051	34603000	950	*	17	5	4	11	1	11	0	0.0443161910831632	0.834487014223794	10136	2.13137309649719	4.47614892868193	2.34477583218475	-1.50144628300918
chr1	34750901	34752000	1100	*	20	6	7	7	7	0	2	0.0280255386179937	0.78315793187928	10327	2.87131735779526	2.71607338558204	-0.155243972213216	-0.399209921931712
chr1	34842601	34843750	1150	*	21	1	5	9	0	10	1	0.0611497420823625	0.863848723247583	10507	-2.27890703878617	0.658949689405276	2.93785672819144	-1.25475999008629
chr1	34849451	34850800	1350	*	23	12	1	14	0	1	1	0.0958871625273713	0.90447296025657	10523	1.45268111615005	1.90181824005462	0.449137123904571	-0.2989268871603
chr1	34867201	34867600	400	*	6	0	6	0	4	2	1	0.053867954426216	0.854165736266248	10560	-1.73281837900517	-0.241834122390778	1.4909842566144	-1.06538922026864
chr1	34891451	34892800	1350	*	23	9	4	9	4	5	4	0.0886280283069086	0.898479104670997	10588	5.32559658392801	5.96905329203114	0.643456708103139	-1.56795312247074
chr1	34893501	34894150	650	*	9	4	2	4	4	3	4	0.0839453966069218	0.891938675822471	10589	0.889115163667432	-4.91397026426605	-5.80308542793348	-1.66045052937952
chr1	34988301	34988600	300	*	4	3	0	4	0	4	0	0.0632676968882752	0.866259091534139	10609	2.00621063324207	3.21647382155851	1.21026318831644	-1.45895993896254
chr1	35017501	35017900	400	*	6	0	2	5	1	5	0	0.0487170140461029	0.84325033887187	10655	-0.359136294581905	1.31761781093164	1.67675410551354	-0.851313539611125
chr1	35266451	35267000	550	*	8	3	2	0	7	1	6	0.0605346189720489	0.863848723247583	10668	1.35053413892792	-4.15755804397309	-5.50809218290101	-1.69597100350274
chr1	35750151	35750300	150	*	1	1	0	1	0	0	0	0.00370044243236166	0.592015356876447	10836	5.78564384726082	5.35278589003124	-0.432857957229583	-1.69594400885665
chr1	35846551	35846900	350	*	5	0	1	0	5	0	5	0.0322355136390911	0.795611637455203	11022	0.205461055394916	-5.75580890806114	-5.96126996345605	-1.29066936618081
chr1	36243501	36244750	1250	*	23	0	8	15	0	16	0	0.0836337298021552	0.891938675822471	11553	0.143789690014214	1.42177949803929	1.27798980802508	-0.487046263921992
chr1	36475251	36476100	850	*	15	10	3	0	5	0	10	0.0434346185709283	0.833043703331344	12103	1.75952319773848	-4.02968313734088	-5.78920633507935	-1.44163698278392
chr1	36478451	36478900	450	*	6	5	0	1	2	0	6	0.031558522110407	0.794022337178072	12110	5.02297255724453	0.129125867510276	-4.89384668973425	-1.68667089073895
chr1	36533451	36534800	1350	*	25	12	2	8	6	0	9	0.0985517661950918	0.906657621142627	12309	0.242948851662743	-5.83751335202539	-6.08046220368813	-1.39499767826728
chr1	36561651	36562750	1100	*	20	15	0	13	0	1	2	0.0164782937528245	0.72474525767359	12656	4.44651970194602	4.88887759365733	0.442357891711317	-1.33773984426005
chr1	36566051	36567200	1150	*	21	7	3	7	3	6	3	0.0962519184621249	0.904486584605919	12704	3.68302302407086	4.73597760102563	1.05295457695477	-1.22456465287634
chr1	36588201	36589600	1400	*	26	1	0	14	0	14	0	0.0234464453168299	0.761958950782844	12908	-0.382491283887672	0.786746983092863	1.16923826698054	0.657562017919832
chr1	36612101	36613050	950	*	17	10	6	11	4	14	0	0.0653758908640585	0.871381198449474	13019	-2.69184210470621	-1.82825469590311	0.863587408803102	-1.70713071305816
chr1	36683651	36684900	1250	*	23	3	6	15	2	16	1	0.0593478930856553	0.863824187307552	13233	-5.04460893479428	-1.82797054546229	3.21663838933199	-1.65362472253967
chr1	36746851	36748250	1400	*	20	12	3	12	5	11	6	0.0287711895555244	0.787081622974367	13453	8.18652171537191	7.95925349300441	-0.227268222367507	-1.66624113154381
chr1	36844101	36845550	1450	*	26	16	4	22	0	16	0	0.0298721424811778	0.79120973275703	13611	2.22000976705634	3.27513411848221	1.05512435142587	-0.896626027329898
chr1	36884701	36885300	600	*	6	0	4	0	2	3	0	0.0132940370199269	0.704957427207297	13647	-4.79748782090259	-0.121974583699304	4.67551323720329	-1.63289787830122
chr1	36919501	36921000	1500	*	28	13	6	25	0	21	1	0.0156866445785514	0.72246202350001	13663	9.19438635332875	10.8244109941887	1.63002464085995	-1.64440228780106
chr1	37054751	37054950	200	*	2	2	0	2	0	2	0	0.0791497141116576	0.887686901673255	13828	4.8448383990431	5.85781740199116	1.01297900294807	-1.61956076396445
chr1	37186351	37186500	150	*	1	1	0	1	0	0	0	0.0828271589262761	0.891938675822471	13901	3.00338230774237	2.84878009561426	-0.154602212128108	-1.69601936521034
chr1	37231301	37231650	350	*	5	0	2	5	0	5	0	0.0780159977301198	0.887118485706769	13931	-1.18450055452546	1.23817441564159	2.42267497016704	-1.57784677930465
chr1	37313951	37315350	1400	*	26	16	0	23	1	20	2	0.0412325824163828	0.827728925571385	14065	2.44788383828551	3.42242533939839	0.974541501112875	-0.96405052064561
chr1	37350551	37351650	1100	*	16	7	3	4	7	3	10	0.0195697512386176	0.745095742925982	14181	7.59511796487229	2.66207859496033	-4.93303936991195	-1.53032712493286
chr1	37409651	37410650	1000	*	18	1	9	10	5	15	0	0.0621641670021345	0.864721991907509	14262	-2.01042034464131	-0.450256551531649	1.56016379310966	-1.2398771945478
chr1	37430001	37430850	850	*	15	3	2	6	0	6	0	0.0965314299705508	0.904605912198198	14307	-2.51412648483024	0.344023992291973	2.85815047712221	-1.63679631205723
chr1	37540251	37541700	1450	*	27	8	0	15	1	8	1	0.0866205833180467	0.89698758768488	14385	1.55766488561024	2.85048081285558	1.29281592724534	-1.05113791353879
chr1	37551451	37551900	450	*	6	0	6	4	1	5	0	0.0904148853418957	0.90105820654995	14432	-1.70341113035107	1.29519416728138	2.99860529763246	-1.64070637234813
chr1	37614701	37615550	850	*	10	8	0	8	0	4	1	0.0926485716775355	0.902581577231837	14465	1.27060023312084	2.70992163680736	1.43932140368652	-1.66569597139917
chr1	37624351	37624700	350	*	5	4	0	5	0	5	0	0.0957650289772549	0.90447296025657	14492	6.45831299835388	7.41440309029586	0.956090091941977	-1.66235571752363
chr1	37638651	37639750	1100	*	20	9	0	14	0	11	0	0.053669011903161	0.853338972580963	14532	3.03238726270548	3.60703418256192	0.574646919856445	-1.1143250394993
chr1	37997651	37999000	1350	*	25	5	1	7	0	5	3	0.00575221061047247	0.643245186740693	14857	-0.397794260690699	0.99167766841874	1.38947192910944	0.348909978779921
chr1	37999551	37999950	400	*	6	0	6	0	6	1	2	0.0420912745371696	0.828974558866386	14882	-2.60035353969772	-2.11862701051402	0.481726529183707	-1.35011575769664
chr1	38011601	38012050	450	*	7	2	3	3	0	7	0	0.00291167238268459	0.570137108310926	14886	4.33197329324959	6.21436011640286	1.88238682315327	-1.31016564076141
chr1	38436051	38437400	1350	*	25	13	0	24	0	11	0	0.0345246662804551	0.803396187903036	15331	1.68978460645244	1.89949392478779	0.209709318335354	-0.0771466829509838
chr1	38442201	38443100	900	*	12	4	1	6	0	7	0	0.0897475935078479	0.900592737679377	15368	-0.400388365427145	2.15734961185227	2.55773797727941	-1.40225470276805
chr1	38478051	38478800	750	*	13	0	5	3	8	0	7	0.0956554159327477	0.904309534156488	15427	-1.30270514915974	-3.01685037325676	-1.71414522409703	-1.54123219987789
chr1	38510851	38511650	800	*	10	1	1	4	4	4	4	0.0871230523607543	0.897154787213391	15474	1.51874137816503	-4.16782466710001	-5.68656604526504	-1.7031942401614
chr1	38538451	38538700	250	*	3	3	0	3	0	3	0	0.00505680331012632	0.636782216781643	15509	5.21944988940382	6.10473034429485	0.885280454891024	-1.60832812981199
chr1	38546351	38547500	1150	*	19	12	3	9	2	1	5	0.0352863737441868	0.80787199506669	15553	5.61278240435449	3.67596010712133	-1.93682229723316	-1.59058282192758
chr1	38560651	38561450	800	*	9	7	0	2	7	0	8	0.0279667234855359	0.78315793187928	15561	4.04432169688076	-1.3272879166503	-5.37160961353106	-1.57794752744131
chr1	38720401	38720650	250	*	3	0	3	3	0	3	0	0.0150687460691448	0.719922979856648	15901	-1.96956266343476	1.38069675967845	3.3502594231132	-1.61728855194017
chr1	38787351	38788150	800	*	13	6	1	13	0	12	0	0.00497653121440081	0.632681781986113	16000	0.881815408582321	2.50010520821633	1.61828979963401	-0.741309388616971
chr1	38891401	38891950	550	*	9	4	1	9	0	9	0	0.00152658134347588	0.504679619251096	16124	3.26654625167071	5.17089548784284	1.90434923617213	-1.32650529614613
chr1	38987001	38987850	850	*	15	0	5	6	1	7	0	0.0526094077155117	0.850594226794848	16213	-0.89591255426898	0.828505671717494	1.72441822598647	-0.379247733569858
chr1	38999151	38999350	200	*	2	0	1	2	0	2	0	0.0530034278948554	0.851320332268302	16238	-0.226354109116581	1.7511481710869	1.97750228020348	-1.63957078212918
chr1	39001001	39001900	900	*	16	5	4	4	6	4	3	0.0704843477378579	0.876995714823751	16253	1.45379974978288	3.16978038199601	1.71598063221313	-1.53643367930368
chr1	39088601	39089000	400	*	6	0	0	0	6	0	6	0.0452142131382732	0.835211823271429	16365	0.387329405163405	-5.4015136945498	-5.78884309971321	-1.42390356663859
chr1	39105201	39106100	900	*	16	0	11	3	5	9	0	0.0798452155291904	0.888385057393626	16386	-2.04624695514584	-1.14058580227125	0.905661152874589	-0.911270081387991
chr1	39106151	39107000	850	*	15	3	0	2	10	0	10	0.0735799616087618	0.87861404030669	16396	0.219483008317714	-5.80341036414155	-6.02289337245926	-1.07608460869251
chr1	39186501	39187150	650	*	11	5	3	5	4	1	1	0.0166937866462156	0.727954310581902	16435	5.64915057311159	5.7725358863519	0.123385313240313	-1.51660938796503
chr1	39408301	39409500	1200	*	21	5	6	9	3	12	2	0.0351023078565202	0.807084772561111	16899	6.94324592394986	7.81852820462272	0.875282280672859	-1.43763073896892
chr1	39529851	39530850	1000	*	14	3	4	12	1	9	1	7.94627608325957e-05	0.253214168192251	17116	-4.18869443005286	1.89654900440765	6.08524343446051	-1.14965783043816
chr1	39609101	39609650	550	*	8	3	0	7	0	7	0	0.0536994887918688	0.853431941198025	17215	0.880979385560473	2.80670036951991	1.92572098395944	-1.57287448435246
chr1	39685651	39686250	600	*	10	0	10	2	2	4	0	0.0375224673553023	0.816675746248631	17400	-1.60059402391287	0.0339007621254124	1.63449478603828	-1.47172668691953
chr1	39698351	39699150	800	*	14	3	2	1	10	1	7	0.0629016296971514	0.86566164153503	17438	0.918575855284663	-5.02540707100145	-5.94398292628612	-1.07676157910936
chr1	39735301	39736200	900	*	16	3	2	11	0	10	0	0.0108845744326793	0.684624540785047	17605	5.22872182757957	7.39504157470944	2.16631974712987	-1.53445890082795
chr1	39832001	39832350	350	*	4	3	0	3	0	0	0	0.0937862483013556	0.903494966509498	17836	3.66312610564015	3.9610979870543	0.297971881414149	-1.69090712023456
chr1	39852101	39853100	1000	*	15	5	7	2	9	1	9	0.0371940758762846	0.815088502166345	17890	-1.10757930282223	-6.3148016857825	-5.20722238296026	-1.52496082642856
chr1	39859001	39860350	1350	*	20	2	9	5	7	8	5	0.0291880212240987	0.788115649023378	17910	0.922239229825013	-5.31570317084817	-6.23794240067318	-0.865229329578085
chr1	39866251	39867650	1400	*	26	2	4	18	4	16	1	0.0928760625402884	0.902722395325293	17941	-0.0860779234585377	1.70537615781304	1.79145408127157	-1.0258048358878
