seqnames	start	end	width	strand	nWindows	logFC.stage25.IIvsI.up	logFC.stage25.IIvsI.down	logFC.stage25.IIIvsI.up	logFC.stage25.IIIvsI.down	logFC.stage25.IIIvsII.up	logFC.stage25.IIIvsII.down	PValue	FDR	best	logFC.stage25.IIvsI	logFC.stage25.IIIvsI	logFC.stage25.IIIvsII	logCPM
chr1	16723651	16724100	450	*	7	5	1	4	1	0	5	0.0404779074530983	0.680427101674371	5761	1.83819067762489	0.725716807936587	-1.1124738696883	-1.63273167839251
chr1	17097451	17098500	1050	*	19	0	8	0	4	1	0	0.0299654813001314	0.611805971572723	5811	-0.778980068632465	-0.519200872069812	0.259779196562653	0.288999331490485
chr1	17449951	17450850	900	*	16	0	0	6	0	6	0	0.00705867081974517	0.332366896352059	5905	0.0605170407726861	0.626627231044891	0.566110190272205	0.736279503491776
chr1	17450751	17451600	850	*	15	0	3	9	0	12	0	0.0139673123296847	0.456215085184349	5912	0.169549209440929	0.683421904271398	0.513872694830469	0.488788090672586
chr1	17488701	17489100	400	*	6	0	6	0	0	6	0	0.00285498015366686	0.205678718145481	5931	-1.12156725688973	0.488570329449794	1.61013758633952	-1.16458242932146
chr1	19672701	19672900	200	*	2	2	0	2	0	0	0	0.0788920594961513	0.826748044059886	6417	1.86121039570077	1.67651559038045	-0.184694805320319	-1.66730495519625
chr1	19680851	19681700	850	*	13	10	0	11	0	1	0	0.0717142923132822	0.807783247899596	6424	0.866220981992816	1.50403350294037	0.637812520947556	-1.45761010349091
chr1	19899601	19900300	700	*	7	0	4	0	6	0	5	0.0612282002795202	0.773331116860397	6467	-0.663010629110749	-1.96581238985213	-1.30280176074139	-1.68154122616498
chr1	19927751	19928300	550	*	9	0	9	0	6	6	0	0.0196013225520946	0.524545468283503	6472	-1.99926972552036	-0.760034344949551	1.23923538057081	-1.36124991400946
chr1	19951101	19952450	1350	*	25	6	3	20	0	10	0	0.000301016126365114	0.0504321601401691	6500	0.642682417908542	0.834598246732652	0.191915828824109	0.544923953628862
chr1	20848201	20848850	650	*	9	1	0	8	0	8	0	0.0283431617930987	0.601416401527913	6720	0.650611633566352	1.84933696955925	1.1987253359929	-1.68450604612159
chr1	20907901	20908300	400	*	6	0	6	0	6	0	3	0.000168198927828992	0.0331983593842015	6804	-1.51835170955754	-2.54372084042562	-1.02536913086808	-1.48035394647585
chr1	21014451	21014950	500	*	8	0	7	0	5	1	0	0.0823653157747352	0.835875336176296	6969	-1.10977368883374	-0.810233646513503	0.299540042320232	-1.17066372120581
chr1	21080301	21080750	450	*	7	0	1	4	0	5	0	0.0257073657658525	0.579852215947608	7136	-0.552476810369101	0.834899670365363	1.38737648073447	-1.10859111642601
chr1	21124751	21125400	650	*	11	0	10	0	10	0	0	0.00533521836552744	0.288811706517865	7168	-1.36084774951105	-1.29384536924637	0.0670023802646845	-1.24126370354278
chr1	21206251	21206700	450	*	7	0	4	0	7	0	7	0.00352452163537625	0.23100580563995	7207	-1.38280809745864	-2.26898848760333	-0.886180390144692	-1.5547176264103
chr1	21379951	21380400	450	*	7	4	0	7	0	3	0	0.0629267931677128	0.779128091369872	7287	1.07798816095475	1.11268100749454	0.0346928465397981	-1.32777829750416
chr1	22262201	22262500	300	*	4	0	1	4	0	3	0	0.0410561801096953	0.683910224056937	7376	-0.863565544589917	1.06483869839488	1.9284042429848	-1.66838566774531
chr1	22268451	22269400	950	*	17	5	3	8	1	0	0	0.00762916709542849	0.346130594159685	7380	1.27158400769696	1.49328844855451	0.221704440857546	-1.14379815364729
chr1	22293351	22293650	300	*	4	0	4	0	4	2	0	0.0757341131045988	0.81969418478784	7397	-1.50127727383165	-0.852078231332515	0.649199042499133	-1.71214243287438
chr1	23282551	23282950	400	*	6	1	1	0	3	0	4	0.0970304378376317	0.872195629233214	7586	-0.747955706291027	-1.98793171145489	-1.23997600516386	-1.70618220624099
chr1	23417401	23417900	500	*	8	4	0	7	0	3	0	0.0104188931001116	0.398999090828956	7634	4.20388170670627	3.9356328020406	-0.268248904665673	-1.68279421406525
chr1	23762601	23764150	1550	*	29	0	8	1	14	8	9	0.00786910902966318	0.351450507153295	7694	-0.155360290057531	-1.08731557026151	-0.931955280203976	0.0138310367528074
chr1	24005101	24006050	950	*	17	0	7	3	3	5	0	0.0859579217162782	0.845055092395407	7812	-0.930971949462709	-0.688805625798112	0.242166323664597	-0.532867004976297
chr1	24223301	24223700	400	*	6	0	4	0	6	0	2	0.042035653778055	0.689367976276153	7953	-0.163672617406178	-1.70120353145284	-1.53753091404666	-1.37543969629571
chr1	24225951	24226600	650	*	11	0	3	7	0	11	0	0.0247739287888956	0.572116610328415	7978	0.242517520881687	1.11749937912811	0.87498185824642	-1.08139800383914
chr1	28565151	28566200	1050	*	19	3	9	7	1	10	0	0.0171152745504165	0.494031399839995	8282	0.500221681486151	0.999341941223981	0.499120259737831	-0.646699608007104
chr1	29442451	29442800	350	*	5	0	5	0	5	0	0	0.0841805679308395	0.840789346416156	8290	-1.27229760201712	-0.97635323634041	0.295944365676705	-1.47012257646866
chr1	30150701	30151500	800	*	14	0	1	8	0	5	0	0.0124377331063797	0.432214796068665	8308	0.457504478784832	0.920144887652264	0.462640408867432	-0.103219660151602
chr1	30771751	30772200	450	*	7	0	2	0	6	0	2	0.0369400854157252	0.660561468614953	8361	-0.932546351844412	-1.38492088329881	-0.452374531454399	-1.26736019314466
chr1	33719501	33720850	1350	*	25	0	7	0	7	3	0	0.0856046264409976	0.844349223367988	8755	-0.543882057108366	-0.91301850427247	-0.369136447164104	-0.211408437146933
chr1	33744301	33744600	300	*	4	1	0	4	0	4	0	0.0566115359222411	0.757380716249697	8824	0.320967838885855	1.24162277177799	0.920654932892131	-1.54610613412841
chr1	33763551	33764500	950	*	15	11	0	14	0	4	0	0.04166217469461	0.68689154828576	8899	0.751978856903608	1.01257123928935	0.260592382385741	-0.65712882065529
chr1	33906851	33908000	1150	*	21	0	3	0	4	0	0	0.0382691680878458	0.668951154129117	9007	-0.725726226739965	-0.794477267623794	-0.0687510408838293	-0.140974682740766
chr1	33907901	33909000	1100	*	20	4	1	1	7	0	0	0.0936294900586972	0.863451113878253	9013	-0.597877143117902	-0.812881363080632	-0.21500421996273	-0.0887847395941064
chr1	33996401	33996900	500	*	8	5	0	7	0	4	0	0.000315624789974466	0.0519237315046387	9153	0.844750842611311	1.64568171781227	0.800930875200955	-0.948381079975592
chr1	34002401	34003500	1100	*	20	0	1	5	1	7	0	0.0758032165269729	0.819768072349896	9161	-0.284554408236804	1.04966893088262	1.33422333911942	-1.17460988781478
chr1	34016801	34017150	350	*	5	0	0	5	0	5	0	0.0473656192821299	0.717511497886874	9282	0.0170156210280741	1.24176303207797	1.22474741104989	-1.55678212912221
chr1	34017401	34018150	750	*	12	4	0	10	0	5	1	0.0786257512618929	0.825932277422651	9284	1.88971720700113	1.72905065356942	-0.160666553431711	-1.57974791873249
chr1	34103301	34104550	1250	*	23	2	8	0	5	1	1	0.0916469107095381	0.85977027568684	9479	-1.61036547930893	-0.903218308647856	0.707147170661073	-1.17677223359022
chr1	34398651	34400050	1400	*	20	0	7	1	13	4	8	0.00701655258459159	0.331338554414546	9694	-0.86117883705392	-1.60237111507555	-0.741192278021629	-1.02520156477523
chr1	34533151	34533550	400	*	6	0	6	0	6	0	0	0.0469379341553687	0.715557542686384	10040	-0.959270481342471	-1.23395067735366	-0.27468019601119	-1.35009825843091
chr1	34587901	34588050	150	*	1	1	0	1	0	0	0	0.0298368321037335	0.610577041351774	10130	2.08458629002114	1.8347727679305	-0.249813522090634	-1.69637491827241
chr1	35330501	35330950	450	*	7	0	0	5	0	6	0	0.0536861689847004	0.744834970710701	10680	-0.0245548897557868	1.33648943604456	1.36104432580035	-1.62725424151663
chr1	35362751	35363150	400	*	6	3	0	6	0	6	0	0.00926418096002846	0.380561980513714	10698	0.619777858635837	1.88021909829152	1.26044123965569	-1.51828829811021
chr1	35457501	35458300	800	*	14	4	0	13	0	11	0	0.00297919800802023	0.210677429359798	10740	0.58099011361279	1.04418516635051	0.463195052737723	-0.310375115605474
chr1	35514751	35515350	600	*	10	0	9	0	8	0	0	0.0032780589708483	0.222483488825043	10774	-1.7626884403252	-2.2200330748637	-0.457344634538498	-1.57688782915643
chr1	35823651	35825000	1350	*	24	0	12	0	12	2	5	0.0329705400391716	0.637441500985442	10981	-0.730607903376784	-0.321430746688009	0.409177156688776	0.49110838295556
chr1	35953651	35954400	750	*	13	11	0	13	0	12	0	0.000372814442458312	0.0580720629869231	11099	0.539474404302736	1.89037915205082	1.35090474774808	-1.2132239645029
chr1	36105201	36105600	400	*	6	6	0	6	0	2	0	0.075289271780788	0.819042251320073	11451	1.45353713087984	1.81314220377254	0.359605072892698	-1.53116335846066
chr1	36273051	36273900	850	*	15	13	0	9	0	0	6	0.0593446744697962	0.767140874665936	11706	1.76164501520151	1.16201755609787	-0.599627459103633	-1.39116698577731
chr1	36303251	36304000	750	*	13	0	12	0	13	0	2	0.0149092258260834	0.468415869586968	11798	-0.861466136298719	-1.37769132519069	-0.516225188891971	-0.893928977219031
chr1	36309251	36310350	1100	*	20	0	13	0	12	3	4	0.0256254696628331	0.578718564547218	11851	-0.519940711251729	-1.20700877674513	-0.687068065493397	-0.437914624042094
chr1	36396701	36397700	1000	*	17	0	15	0	13	2	3	0.00256591038264388	0.193100662456692	11951	-0.988846837790059	-1.77871527495542	-0.789868437165359	-1.15380320870732
chr1	36435201	36435500	300	*	4	4	0	4	0	3	0	0.0262584660139727	0.584539079732445	12013	1.11490831175814	1.64729488040528	0.532386568647142	-1.6009914017508
chr1	36516001	36516450	450	*	7	2	0	5	0	4	0	0.00810808102447579	0.356716365703025	12225	1.33237757111695	2.58744819347436	1.25507062235741	-1.50226997190044
chr1	36534701	36536050	1350	*	25	5	0	13	1	15	0	0.07627428725846	0.820373621925977	12321	0.967728659046074	1.83754709727174	0.869818438225661	-1.43189818456511
chr1	36595251	36596650	1400	*	26	0	1	0	7	0	6	0.0638658687670704	0.782144000759031	12961	-0.0431244052966969	-1.02255166474888	-0.979427259452188	-0.565708321354401
chr1	36612101	36613050	950	*	17	1	3	6	2	11	0	0.0117071759014811	0.420565639007269	13033	1.04399016228179	2.5830207765912	1.5390306143094	-1.54238210308423
chr1	36665351	36666500	1150	*	21	6	0	13	2	10	2	0.00105321418112817	0.112296118838549	13147	0.436564806879094	1.40112585124188	0.964561044362783	-0.533459495991976
chr1	36672551	36673500	950	*	17	3	1	6	6	0	4	0.0255228757494635	0.577911306961497	13170	-0.585554900487789	-2.17459726470597	-1.58904236421818	-1.55289603789366
chr1	36680251	36681600	1350	*	23	4	0	20	0	7	1	0.0689860349603214	0.799796996853497	13222	0.33345311497273	0.846317282122665	0.512864167149935	-0.0778553022198528
chr1	36724351	36724700	350	*	4	2	0	4	0	4	0	0.0728388927281879	0.811359192861514	13398	0.362290702355179	1.23116336777347	0.868872665418294	-1.62185540104624
chr1	36785551	36786750	1200	*	22	0	2	5	2	6	0	0.053591441581266	0.744589272295617	13550	0.447759136678091	1.11725938372949	0.669500247051401	-0.730329546509393
chr1	36919501	36921000	1500	*	28	10	5	7	4	2	5	0.0597950458683172	0.768271028139846	13669	0.984051058383196	0.640610993578345	-0.343440064804851	-0.0386606524612131
chr1	37061301	37061700	400	*	6	0	6	0	3	4	0	0.00751128290433834	0.343301169823686	13830	-2.97045412953469	0.049789093346176	3.02024322288086	-1.68806299701892
chr1	37125051	37125350	300	*	4	4	0	4	0	0	0	0.0251951608139249	0.575921271799104	13889	2.03548866136579	2.32355714278683	0.288068481421042	-1.63726633796947
chr1	37272101	37273250	1150	*	17	5	5	1	1	1	5	0.0696733662502153	0.802009149708807	13965	2.51988767375396	1.40119088732335	-1.1186967864306	-1.66591372105665
chr1	37430001	37430850	850	*	15	0	5	0	0	2	0	0.0716860058647295	0.807783247899596	14301	-0.805068398820197	-0.410812643797138	0.394255755023059	-0.135311215127572
chr1	37504201	37505650	1450	*	24	4	1	10	0	13	4	0.0432767112642565	0.695018776566522	14350	0.851626317256276	1.8925125586535	1.04088624139723	-1.4465684365965
chr1	37534201	37535000	800	*	13	0	11	0	2	8	0	0.0977879980594577	0.873509126497123	14371	-0.97362899797068	-0.418473220241951	0.555155777728728	-0.41372563573777
chr1	37624351	37624700	350	*	5	3	0	3	0	1	1	0.0332810972321967	0.639382831774635	14492	2.45754892991237	1.83203993079581	-0.625508999116565	-1.66235571752363
chr1	37628451	37629400	950	*	16	0	14	0	12	4	0	0.00796638000465516	0.353735728332734	14494	-1.87503120571557	-1.19161826456566	0.683412941149913	-1.41355408067254
chr1	38128351	38129450	1100	*	20	0	6	0	3	6	6	0.0941140472693541	0.865174034335375	14907	0.238992502097823	-0.827873442409804	-1.06686594450763	-0.575102657922396
chr1	38129351	38130550	1200	*	22	0	0	0	3	0	0	0.0412967506330669	0.685614442818733	14919	-0.288629879364998	-0.553781510608237	-0.265151631243239	1.40058938218179
chr1	38201801	38202050	250	*	3	0	3	0	2	2	0	0.023221378985688	0.558515361913881	15013	-1.27698064031944	-1.39630828954664	-0.119327649227198	-1.56741713429014
chr1	38217251	38218750	1500	*	24	6	0	12	1	4	0	0.0288542263921326	0.604205473831431	15089	0.450218638237686	1.22624741776229	0.776028779524603	-0.903335598207117
chr1	38259551	38260050	500	*	8	4	0	7	0	4	0	0.00601303967093155	0.305692611627091	15136	0.539946372204346	1.66064458700822	1.12069821480387	-1.32771829778052
chr1	38308551	38309400	850	*	13	8	0	13	0	7	0	0.0173891087613639	0.497204282114864	15163	1.67081397864786	1.44227233980194	-0.228541638845916	-1.23059131556284
chr1	38436051	38437400	1350	*	25	15	0	25	0	10	0	4.1690676376398e-07	0.000340016963969603	15334	0.506270274599836	1.62332340467387	1.11705313007403	-0.380104774745816
chr1	38457801	38458550	750	*	13	6	0	10	0	2	0	0.00412626096943967	0.25252411379656	15400	2.34576619691069	2.21549581843422	-0.130270378476468	-1.0797716567016
chr1	38487801	38488200	400	*	6	1	0	6	0	6	0	0.0948195311799131	0.867698556774987	15432	0.235199895057734	1.55863268869341	1.32343279363567	-1.61409744829939
chr1	38494001	38494450	450	*	7	7	0	7	0	0	0	6.36951459125365e-06	0.00283839031531533	15439	2.5164638363892	2.37877461281848	-0.137689223570721	-1.0822321460071
chr1	38497201	38498450	1250	*	23	6	2	19	0	14	0	0.00459266476151195	0.266148848259203	15457	0.591948708458502	1.180392060499	0.588443352040495	-0.531114285239841
chr1	38553001	38553450	450	*	2	2	0	2	0	0	0	0.0443662630375713	0.701557363451397	15556	2.12240755674206	2.2149363231417	0.0925287663996421	-1.69625154208698
chr1	38595551	38595750	200	*	2	1	0	2	0	1	0	0.0567876504741616	0.757962139465263	15649	1.37610988014189	1.80739056623806	0.431280686096164	-1.68114969280525
chr1	38630701	38631600	900	*	16	3	6	8	1	11	0	0.0961535022716031	0.870262840618691	15759	0.597363343933312	1.14109027046341	0.543726926530096	-0.707299363455656
chr1	38631501	38632350	850	*	15	0	0	15	0	12	0	0.0430046645399343	0.694143708953625	15760	0.299805534308575	0.951620781437734	0.651815247129159	-0.440217438502281
chr1	38635001	38636150	1150	*	21	13	0	18	0	5	0	6.17920962580331e-05	0.0160419147674327	15785	0.750975412481366	1.57305113571824	0.822075723236876	-0.622288013018343
chr1	38649651	38650500	850	*	15	0	5	0	11	0	2	0.0822734293557238	0.835875336176296	15855	-0.769275227584034	-1.16417765328881	-0.394902425704777	-1.19834304642183
chr1	38720401	38720650	250	*	3	0	1	3	0	3	0	0.0893115206062312	0.853800758897965	15902	-0.212346616706499	1.12803375304332	1.34038036974982	-1.62699183082875
chr1	38767201	38768250	1050	*	19	0	1	0	1	2	0	0.0629525152856896	0.7791442483508	15948	0.460789198377432	0.456097747784153	-0.00469145059327885	0.877914235194107
chr1	38769901	38771350	1450	*	27	7	3	8	3	2	0	0.0146931540251196	0.46600553336474	15984	0.691554594445748	0.889145122504795	0.197590528059047	-0.0507797569271547
chr1	38789551	38790900	1350	*	23	9	2	19	0	20	0	1.85377435420863e-05	0.00666360581324378	16015	0.702250352130537	1.58622794299731	0.883977590866773	-0.584802139128319
chr1	38891401	38891950	550	*	9	8	0	7	0	0	0	0.0844560114380321	0.842081127596286	16129	1.25460899608985	1.71295217508508	0.458343178995231	-1.18694353307495
chr1	39046201	39047250	1050	*	19	0	6	0	0	7	0	0.00527174682165516	0.286844355235967	16308	-2.62733747062044	0.156297352854963	2.78363482347541	-1.56387266472037
chr1	39088601	39089000	400	*	6	0	2	0	6	0	5	0.0114062073501205	0.415787140573385	16365	-0.653382103079162	-2.17465814640832	-1.52127604332916	-1.42390356663859
chr1	39089751	39090300	550	*	9	0	6	0	6	0	1	0.0350607302097224	0.649732129403632	16370	-1.39994827076858	-1.21964702840977	0.180301242358809	-1.41707845929612
chr1	39106151	39107000	850	*	15	0	8	0	14	0	7	0.0305405762767263	0.616547902008188	16403	-1.70942305122137	-1.99038569338775	-0.280962642166381	-1.64043909308893
chr1	39306701	39307000	300	*	4	0	4	0	4	4	0	0.00126019172878323	0.126562682849944	16572	-2.60224970146603	-0.980613946526107	1.62163575493993	-1.64717521811688
chr1	39313351	39313600	250	*	3	0	3	0	0	3	0	0.0154921894692219	0.474793674639757	16581	-2.12027219376683	-0.1374328592025	1.98283933456433	-1.71261407796913
chr1	39335101	39336300	1200	*	18	11	0	2	5	0	12	0.0278616961701715	0.598487789829907	16602	0.673145799315555	-0.822517341031218	-1.49566314034677	-0.938629981971696
chr1	39390601	39391550	950	*	16	0	11	2	0	13	0	0.0861405061638655	0.845975670436358	16842	-2.0662889286754	0.483555406389012	2.54984433506442	-1.63990742757105
chr1	39454901	39455750	850	*	11	5	0	8	0	6	1	0.00131418731499951	0.129398804641646	17000	1.60205060965461	2.80720603006173	1.20515542040712	-1.5559411313954
chr1	39534851	39535750	900	*	16	0	3	0	2	1	0	0.0128738234616597	0.43904854934533	17141	-0.433289829299386	-0.420037702093682	0.0132521272057037	1.62976302963924
chr1	39736101	39736950	850	*	14	0	1	4	2	7	0	0.00686692494334255	0.328635046042289	17622	0.121845095820393	0.729211051112842	0.607365955292449	0.571111707220776
chr1	39810601	39810900	300	*	4	0	3	0	4	0	4	0.00336382224895987	0.225080584623611	17801	-1.22611921676387	-2.51226461964168	-1.28614540287782	-1.70274553177487
chr1	39921351	39921800	450	*	7	0	5	0	0	2	0	0.071638119719393	0.807609215466048	18161	-1.55813747624786	0.388027437501972	1.94616491374983	-1.60241708335701
chr1	39925601	39926400	800	*	11	10	0	0	2	0	9	0.0278088279615955	0.598401591060144	18211	1.55917135782226	-0.0554398881032462	-1.6146112459255	-1.65864324574987
chr1	39947351	39948700	1350	*	23	4	11	7	3	12	2	0.0157245020370437	0.478237841109392	18318	-2.194996714346	0.147991165015789	2.34298787936179	-1.46362624362205
chr1	39965401	39965900	500	*	8	0	4	3	1	5	0	0.0933602602216391	0.86316318760225	18397	-1.24680283781298	0.671273514705803	1.91807635251878	-1.63585196558954
chr1	40085301	40086600	1300	*	24	0	0	0	9	1	4	0.00599175028493269	0.30541851887239	18623	-0.261769393380699	-1.35433718267436	-1.09256778929366	-0.331986007977219
chr1	40115301	40115650	350	*	5	0	0	5	0	3	0	0.0697250084130777	0.802150753851191	18643	-0.43250294529668	1.10520445329921	1.53770739859589	-1.41670591023292
chr1	40667401	40667700	300	*	4	0	1	4	0	4	0	0.0783503447444695	0.825651642320634	18820	-0.197177416258084	0.982451971009335	1.17962938726742	-1.62685862598022
chr1	40681451	40682700	1250	*	23	0	9	0	15	4	3	0.089328770560123	0.853800758897965	18848	-0.499695910953855	-0.915690352196105	-0.415994441242249	-0.386179734386746
chr1	40764701	40765350	650	*	11	0	9	0	7	2	0	0.0967209752079965	0.871265028592311	18874	-1.40263924810305	-0.63418373461894	0.768455513484108	-1.35946297466851
chr1	40765601	40765750	150	*	1	0	1	0	1	0	1	0.0318999164647902	0.626764483713488	18880	-0.682692500865909	-1.77469869850201	-1.0920061976361	-1.69595567354913
chr1	40790101	40791100	1000	*	18	0	1	0	4	1	3	0.0950802010032544	0.868030406370655	18889	-0.542982145496516	-2.0492351289864	-1.50625298348989	-1.47677971585187
